Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Adatanserin Down,24/246,6.08E-16,9.28E-14,0,0,10.5697297,370.326607,LAMA5;KRT81;FZD2;LAMB3;IRS1;ITGA3;AMIGO2;AKR1C3;KRT7;MICAL2;VEGFC;ARHGAP29;INHBA;DKK1;LOXL2;NUAK1;GPRC5A;MECOM;AXL;BASP1;PDGFC;ID1;SPOCK1;TLR4
Oxibendazole Up,24/247,6.67E-16,9.63E-14,0,0,10.5217937,367.67389,KRT81;JUN;ANXA1;TNFRSF12A;S100A2;SMAGP;TPM1;PLAUR;KRT7;MICAL2;DKK1;F3;LOXL2;FOSL1;MT2A;GLIPR1;GPRC5A;PLAU;PODXL;PDGFC;SFN;PTX3;KCNN4;MT1E
Clobutinol Up,24/247,6.67E-16,9.63E-14,0,0,10.5217937,367.67389,NRP1;CARD10;ANXA1;ZNF185;TNFRSF12A;S100A2;BDNF;ITGA2;CRIM1;EFNB2;FAM171A1;FERMT1;GLIPR1;SLPI;AXL;PLAU;PODXL;ID1;PKP2;IGFBP6;SLIT2;TOX;FJX1;PITX1
GSK-690693 Up,24/247,6.67E-16,9.63E-14,0,0,10.5217937,367.67389,ANXA1;ZNF185;SYT1;CITED2;IRS1;CAV1;AMIGO2;TPM1;CRIM1;ARHGAP29;DKK1;PRSS23;CLU;EGFR;FAM171A1;MT2A;NUAK1;PLAU;BASP1;PDGFC;PXDN;DSE;F2RL1;TBL1X
ETP-46464 Up,24/247,6.67E-16,9.63E-14,0,0,10.5217937,367.67389,TLE4;LAMA5;FZD2;ANXA1;ZNF185;JUP;S100A2;FOXF1;ITGA3;KRT8;KRT7;ARHGAP29;PRSS23;F3;PBX1;MT2A;KRT18;BASP1;PDGFC;ID1;DPYD;KCNN4;PITX1;MT1E
QL-XI-92 Up,24/248,7.31E-16,1.00E-13,0,0,10.4742857,365.049505,NRP1;GALNT6;ANXA1;CAV1;ITGA2;TPBG;DIO2;PLAUR;VEGFC;DKK1;FOSL1;FERMT1;PLAU;PKIA;ID1;DPYD;F2RL1;SPOCK1;SFN;SOX9;SLIT2;KCNN4;TLR4;STX1A
Trequinsin Down,24/248,7.31E-16,1.00E-13,0,0,10.4742857,365.049505,CARD10;S100A2;BDNF;CAV1;TPM1;DIO2;CRIM1;VEGFC;INHBA;PRSS23;PLAC8;FOSL1;FAM171A1;GLIPR1;SLPI;AXL;PODXL;STC2;PDGFC;PXDN;PKP2;PTX3;KCNN4;TOX
WH-4023 Down,24/248,7.31E-16,1.00E-13,0,0,10.4742857,365.049505,JUN;JUP;AMIGO2;TPM1;SLC2A1;MICAL2;PAWR;NRG1;INHBA;F3;EGFR;FOSL1;EFNB2;NUAK1;BMP2;GPRC5A;STC2;ID1;F2RL1;FLNB;SOX9;SYNPO;GAS6;STX1A
Tasquinimod Down,24/248,7.31E-16,1.00E-13,0,0,10.4742857,365.049505,FZD2;ZNF185;SYT1;CITED2;AMIGO2;KRT7;MICAL2;ARHGAP29;LDOC1;NMNAT2;INHBA;GATA2;CLU;PLAC8;CALB2;NUAK1;KRT18;AXL;PDGFC;PXDN;DSE;CDH13;IGFBP6;TLR4
NPI-2358 Up,24/249,8.01E-16,1.09E-13,0,0,10.4272,362.453036,ANXA1;S100A2;LAMB3;ITGA3;CAV1;TPM1;KRT8;DIO2;PLAUR;KRT7;MICAL2;INHBA;F3;LOXL2;FOSL1;GPRC5A;AXL;PLAU;PODXL;F2RL1;SPOCK1;FLNB;KCNN4;MT1E
Fenobam Down,23/239,3.41E-15,4.51E-13,0,0,10.3620785,345.167863,CARD10;KRT81;FZD2;S100A2;ATP8B1;AMIGO2;AKR1C3;MICAL2;PAWR;LDOC1;INHBA;DKK1;MT2A;GPRC5A;KRT18;PLAU;BASP1;SPOCK1;SFN;TBL1X;GAS6;TLR4;MT1E
Dirithromycin Down,23/239,3.41E-15,4.51E-13,0,0,10.3620785,345.167863,TLE4;KRT81;ZNF185;TNFRSF12A;S100A2;CITED2;CAV1;AMIGO2;TNFAIP2;PLAUR;KRT7;LDOC1;CLU;LOXL2;SLPI;PLAU;PLAGL1;ID1;F2RL1;PTX3;KCNN4;STX1A;MT1E
Alprostadil Down,23/241,4.09E-15,5.35E-13,0,0,10.2659638,340.102471,CARD10;JUN;FZD2;ANXA1;SMAGP;ITGA3;CAV1;AMIGO2;KRT7;TMEM40;VEGFC;ARHGAP29;DKK1;FOSL1;KRT18;PSG5;AXL;PLAU;PDGFC;PXDN;UCP2;CDH13;GAS6
MC1568 Down,23/242,4.48E-15,5.78E-13,0,0,10.2185647,337.611317,NRP1;KRT81;SYT1;IRS1;CAV1;AMIGO2;KRT8;AKR1C3;KRT7;SECTM1;VEGFC;LDOC1;PLAC8;GPRC5A;KRT18;PSG5;DMBT1;PDGFC;DPYD;DSE;CDH13;IGFBP6;MT1E
CMPD-1 Up,23/244,5.36E-15,6.67E-13,0,0,10.1250535,332.710018,IL11;KRT81;JUN;TNFRSF12A;LAMB3;CAV1;SLC2A1;PLAUR;MICAL2;DKK1;EGFR;FOSL1;BMP2;PLAU;CREB3L1;STC2;PDGFC;F2RL1;SFN;FLNB;PTX3;SOX9;MT1E
Ercalcitriol Up,23/244,5.36E-15,6.67E-13,0,0,10.1250535,332.710018,NRP1;GALNT6;ZNF185;TPBG;AMIGO2;TNFAIP2;KRT7;VEGFC;LDOC1;INHBA;FOSL1;CNN1;GPRC5A;KRT18;AXL;PLAU;BASP1;PDGFC;ID1;DSE;IGFBP6;DOCK2;PITX1
Y-27632 Down,23/244,5.36E-15,6.67E-13,0,0,10.1250535,332.710018,ANXA1;ZNF185;S100A2;SYT1;LAMB3;FOXF1;PLAUR;MICAL2;PAWR;VEGFC;ARHGAP29;INHBA;F3;GLIPR1;AXL;PLAU;BASP1;STC2;IL1B;PDGFC;F2RL1;SPOCK1;IL7R
Nisoldipine Up,23/245,5.86E-15,7.21E-13,0,0,10.0789297,330.299067,IRS1;BDNF;TPBG;TNFAIP2;KRT7;ACSL5;MICAL2;F3;CLU;PBX1;FOSL1;BMP2;SLPI;MECOM;AXL;PLAU;BASP1;STC2;IL1B;PXDN;UCP2;SOX9;FJX1
MLN-8054 Up,23/246,6.40E-15,7.62E-13,0,0,10.0332196,327.914059,NRP1;KRT81;ANXA1;S100A2;CITED2;BDNF;ITGA3;CAV1;TPBG;TPM1;AKR1C3;SLC2A1;KRT7;DKK1;LOXL2;FOSL1;GLIPR1;GPRC5A;KRT18;BASP1;PDGFC;PADI3;KCNN4
KIN001-244 Up,23/246,6.40E-15,7.62E-13,0,0,10.0332196,327.914059,NRP1;CARD10;GALNT6;TNFRSF12A;S100A2;ITGA3;AMIGO2;TPM1;ARHGAP29;INHBA;DKK1;F3;PLAC8;FOSL1;BMP2;KRT18;AXL;PDGFC;DPYD;NMT2;F2RL1;FLNB;PTX3
Dimaprit Down,23/246,6.40E-15,7.62E-13,0,0,10.0332196,327.914059,ABCC3;LAMA5;GALNT6;AMIGO2;AKR1C3;TNFAIP2;KRT7;VEGFC;DKK1;NUAK1;BMP2;GPRC5A;DMBT1;AXL;PLAU;BASP1;ID1;PXDN;DPYD;DSE;SPOCK1;SOX9;GAS6
Vandetanib Down,23/247,6.99E-15,8.05E-13,0,0,9.98791756,325.554607,TNFRSF12A;LAMB3;ITGA3;CAV1;TPM1;CRIM1;MICAL2;DKK1;F3;EGFR;LOXL2;FOSL1;GLIPR1;BMP2;KRT18;AXL;PLAU;PODXL;F2RL1;SPOCK1;FLNB;STX1A;MT1E
Hydrocortisone-Phosphate Down,23/247,6.99E-15,8.05E-13,0,0,9.98791756,325.554607,IL11;GALNT6;JUN;ANXA1;SYT1;BDNF;AKR1C3;SLC2A1;KRT7;ARHGAP29;DKK1;CLU;PBX1;FOSL1;ARL4C;GPRC5A;KRT18;PSG5;AXL;STC2;ID1;IGFBP6;STX1A
Lorglumide Down,23/247,6.99E-15,8.05E-13,0,0,9.98791756,325.554607,TLE4;LAMA5;JUP;LAMB3;FOXF1;TPBG;AMIGO2;KRT8;VEGFC;LDOC1;INHBA;CLU;KRT18;SLPI;STC2;IL1B;SCNN1A;DSE;F2RL1;SFN;IGFBP6;SLIT2;GAS6
Tacedinaline Up,23/248,7.63E-15,8.43E-13,0,0,9.94301824,323.220337,ABCC3;NRP1;GALNT6;ANXA1;CAV1;AKR1C3;PLAUR;ARHGAP29;F3;LOXL2;PLAC8;GPRC5A;KRT18;AXL;PLAU;BASP1;PODXL;PDGFC;ID1;SCNN1A;F2RL1;IGFBP6;ABCG2
Buparlisib Up,23/248,7.63E-15,8.43E-13,0,0,9.94301824,323.220337,FZD2;ANXA1;JUP;CITED2;IRS1;AMIGO2;TPM1;PRSS23;PBX1;LOXL2;MT2A;AXL;PLAU;PODXL;PDGFC;PXDN;F2RL1;SPOCK1;PTX3;SOX9;KCNN4;GAS6;MT1E
MH-2075 Up,23/248,7.63E-15,8.43E-13,0,0,9.94301824,323.220337,TLE4;NRP1;CARD10;LAMB3;FOXF1;ITGA3;AKR1C3;ARHGAP29;CLU;LOXL2;PLAC8;MT2A;MECOM;AXL;PODXL;ID1;UCP2;F2RL1;TBL1X;IGFBP6;SLIT2;IL7R;TLR4
Isamoltane Down,23/248,7.63E-15,8.43E-13,0,0,9.94301824,323.220337,ABCC3;NRP1;KRT81;GALNT6;ANXA1;S100A2;CITED2;AMIGO2;AKR1C3;TNFAIP2;PLAUR;KRT7;DKK1;TBC1D2;GPRC5A;SLPI;PLAU;BASP1;STC2;DPYD;SCNN1A;IGFBP6;GAS6
Ciclopirox Up,23/249,8.32E-15,9.11E-13,0,0,9.89851627,320.910879,TLE4;LAMB3;CAV1;AMIGO2;SLC2A1;PLAUR;INHBA;EGFR;LOXL2;EFNB2;GLIPR1;BMP2;GPRC5A;KRT18;STC2;PLAGL1;ID1;PXDN;SCNN1A;F2RL1;FLNB;PTX3;IGFBP6
NPC26 Up,22/239,3.52E-14,3.82E-12,0,0,9.81653511,304.083266,ABCC3;KRT81;TNFRSF12A;LAMB3;IRS1;TPBG;AMIGO2;AKR1C3;KRT7;VEGFC;NMNAT2;DKK1;EGFR;FOSL1;SLPI;BASP1;STC2;F2RL1;SFN;PTX3;SOX9;IGFBP6
GYKI-52466 Down,22/240,3.84E-14,4.12E-12,0,0,9.77100554,301.829,ANXA1;KRT8;KRT7;ACSL5;MICAL2;VEGFC;ARHGAP29;INHBA;DKK1;CLU;PLAC8;FOSL1;BMP2;PSG5;AXL;PLAU;PDGFC;F2RL1;SPOCK1;PTX3;FLNC;IGFBP6
SKF-96365 Up,22/242,4.56E-14,4.80E-12,0,0,9.68118812,297.394337,CARD10;ZNF185;JUP;CAV1;GATA2;DKK1;LOXL2;PLAC8;FOSL1;FERMT1;GPRC5A;KRT18;AXL;BASP1;PODXL;ID1;SFN;PTX3;SOX9;FLNC;IGFBP6;MT1E
Tacalcitol Up,22/242,4.56E-14,4.80E-12,0,0,9.68118812,297.394337,FZD2;TPBG;AMIGO2;TNFAIP2;KRT7;VEGFC;INHBA;DKK1;F3;EFNB2;GPRC5A;SLPI;AXL;BASP1;STC2;ID1;DPYD;UCP2;PTX3;IGFBP6;SLIT2;PITX1
BIX-01338 Up,22/243,4.97E-14,5.08E-12,0,0,9.63688903,295.213201,SLC14A1;GALNT6;ZNF185;SYT1;ATP8B1;AMIGO2;INHBA;CLU;PBX1;PLAC8;FAM171A1;FERMT1;MT2A;AXL;BASP1;PLAGL1;PXDN;DPYD;PTX3;TBL1X;GAS6;MT1E
BYK-204165 Down,22/243,4.97E-14,5.08E-12,0,0,9.63688903,295.213201,IL11;CARD10;KRT81;LAMB3;IRS1;ITGA3;AMIGO2;KRT8;KRT7;PAWR;SERPINB7;DKK1;PBX1;FERMT1;MT2A;BMP2;KRT18;PLAU;PXDN;SFN;FLNB;IGFBP6
G-5555 Down,22/243,4.97E-14,5.08E-12,0,0,9.63688903,295.213201,ANXA1;S100A2;LAMB3;ATP8B1;AMIGO2;AKR1C3;CRIM1;KRT7;MICAL2;INHBA;EGFR;PLAC8;FOSL1;EFNB2;FAM171A1;GPRC5A;AXL;DSE;SFN;PTX3;KCNN4;GAS6
MAZ-51 Up,22/245,5.88E-14,5.85E-12,0,0,9.54948275,290.921523,NRP1;CARD10;FZD2;TNFRSF12A;LAMB3;ITGA3;CAV1;TPBG;PBX1;PLAC8;FOSL1;AXL;BASP1;PDGFC;ID1;SCNN1A;SFN;PTX3;IGFBP6;SLIT2;IL7R;ABCG2
Sertindole Up,22/245,5.88E-14,5.85E-12,0,0,9.54948275,290.921523,SLC14A1;ANXA1;IRS1;ITGA3;AMIGO2;PLAUR;KRT7;MICAL2;VEGFC;LDOC1;INHBA;PBX1;LOXL2;MT2A;GPRC5A;AXL;BASP1;ID1;SCNN1A;IGFBP6;KCNN4;SLC38A4
AMG-900 Up,22/245,5.88E-14,5.85E-12,0,0,9.54948275,290.921523,LAMA5;GALNT6;ANXA1;ZNF185;FOXF1;CAV1;PLAUR;F3;PLAC8;MT2A;GLIPR1;TBC1D2;GPRC5A;KRT18;AXL;IL1B;PDGFC;ID1;UCP2;SCNN1A;F2RL1;MT1E
TC-H-106 Up,22/246,6.39E-14,6.03E-12,0,0,9.50636492,288.810283,ABCC3;ANXA1;LAMB3;SMAGP;CAV1;TPBG;KRT8;AKR1C3;ACSL5;ARHGAP29;DKK1;PRSS23;EFNB2;CNN1;GPRC5A;PODXL;PDGFC;ID1;F2RL1;SOX9;TOX;FJX1
Rigosertib Up,22/246,6.39E-14,6.03E-12,0,0,9.50636492,288.810283,KRT81;JUN;ANXA1;TNFRSF12A;S100A2;CAV1;TPM1;PLAUR;MICAL2;F3;LOXL2;FOSL1;FAM171A1;CNN1;GLIPR1;SLPI;AXL;PODXL;IL1B;PDGFC;PTX3;MT1E
Rebastinib Up,22/246,6.39E-14,6.03E-12,0,0,9.50636492,288.810283,NRP1;KRT81;GALNT6;ANXA1;CAV1;AMIGO2;CRIM1;SLC2A1;ARHGAP29;DKK1;FOSL1;FAM171A1;GLIPR1;MECOM;AXL;PLAU;PDGFC;ID1;NMT2;F2RL1;SOX9;IL7R
Clofibric-Acid Down,22/246,6.39E-14,6.03E-12,0,0,9.50636492,288.810283,ABCC3;KRT81;ANXA1;S100A2;KRT7;DKK1;F3;PBX1;FAM171A1;MT2A;GPRC5A;PKIA;IL1B;ID1;F2RL1;SPOCK1;PTX3;KCNN4;SLC16A2;TOX;IL7R;PITX1
Ketorolac Down,22/246,6.39E-14,6.03E-12,0,0,9.50636492,288.810283,TOR4A;CARD10;LAMA5;SYT1;CITED2;TPBG;AMIGO2;KRT8;ARHGAP29;NMNAT2;DKK1;CLU;PBX1;PLAC8;GPRC5A;KRT18;ID1;UCP2;SCNN1A;SFN;SLIT2;GAS6
SF-11006-A1 Down,22/246,6.39E-14,6.03E-12,0,0,9.50636492,288.810283,ANXA1;TNFRSF12A;S100A2;ATP8B1;CAV1;KRT7;MICAL2;F3;LOXL2;FOSL1;EFNB2;GLIPR1;KRT18;SLPI;DMBT1;STC2;PDGFC;PTX3;SOX9;TOX;TLR4;MT1E
Alfacalcidol Up,22/247,6.95E-14,6.23E-12,0,0,9.46363036,286.721657,LAMA5;GALNT6;FOXF1;TPBG;AMIGO2;TNFAIP2;SLC2A1;PLAUR;VEGFC;INHBA;F3;LOXL2;ARL4C;FERMT1;GPRC5A;MECOM;COL5A1;AXL;BASP1;STC2;PDGFC;IGFBP6
Panobinostat Down,22/247,6.95E-14,6.23E-12,0,0,9.46363036,286.721657,ANXA1;S100A2;SMAGP;TPBG;TPM1;KRT8;AKR1C3;SLC2A1;DKK1;PRSS23;LOXL2;FOSL1;FERMT1;GPRC5A;KRT18;MECOM;BASP1;STC2;PDGFC;SPOCK1;PTX3;IGFBP6
EMD-84 Down,22/247,6.95E-14,6.23E-12,0,0,9.46363036,286.721657,FOXA1;TLE4;SYT1;IRS1;TPBG;AMIGO2;KRT8;SLC2A1;KRT7;PAWR;GATA3;CLU;PLAC8;NUAK1;KRT18;BASP1;PDGFC;DPYD;UCP2;DSE;TBL1X;SLC12A8
Synephrine Down,22/247,6.95E-14,6.23E-12,0,0,9.46363036,286.721657,NRP1;KRT81;ANXA1;LAMB3;CAV1;AMIGO2;AKR1C3;KRT7;F3;LOXL2;BMP2;GPRC5A;KRT18;COL5A1;AXL;PLAU;PKIA;ID1;SOX9;IGFBP6;GAS6;ABCG2
Tobramycin Down,22/247,6.95E-14,6.23E-12,0,0,9.46363036,286.721657,TLE4;NRP1;FZD2;S100A2;FOXF1;TPBG;AMIGO2;KRT8;KRT7;LDOC1;NMNAT2;PBX1;PLAC8;KRT18;AXL;DPYD;SCNN1A;DSE;SLIT2;KCNN4;TLR4;PITX1
Rimonabant Down,22/247,6.95E-14,6.23E-12,0,0,9.46363036,286.721657,CARD10;LAMA5;LAMB3;CITED2;ATP8B1;ITGA3;AMIGO2;KRT8;ARHGAP29;LDOC1;PLAC8;FERMT1;MT2A;BMP2;KRT18;AXL;PDGFC;ID1;UCP2;SCNN1A;SFN;MT1E
VU-0365114-2 Up,22/248,7.55E-14,6.40E-12,0,0,9.42127399,284.65531,IL11;JUN;S100A2;ATP8B1;ITGA3;CAV1;KRT7;MICAL2;ARHGAP29;INHBA;DKK1;F3;LOXL2;FOSL1;MT2A;GPRC5A;DMBT1;AXL;BASP1;PODXL;SLIT2;MT1E
Methyl-Testosterone Up,22/248,7.55E-14,6.40E-12,0,0,9.42127399,284.65531,ANXA1;S100A2;LAMB3;TPBG;AMIGO2;KRT8;AKR1C3;KRT7;F3;CLU;PBX1;FOSL1;FERMT1;KRT18;SLPI;PLAU;BASP1;ID1;SOX9;TLR4;PITX1;STX1A
LIVF001-029 Up,22/248,7.55E-14,6.40E-12,0,0,9.42127399,284.65531,PDGFRB;FZD2;S100A2;AKR1C3;TNFAIP2;KRT7;VEGFC;DKK1;FAM171A1;SLPI;DMBT1;AXL;BASP1;PLAGL1;PDGFC;ID1;SFN;PTX3;SOX9;KCNN4;GAS6;IL7R
Seocalcitol Up,22/248,7.55E-14,6.40E-12,0,0,9.42127399,284.65531,ABCC3;IL11;ZNF185;LAMB3;IRS1;AMIGO2;KRT8;AKR1C3;TNFAIP2;KRT7;VEGFC;INHBA;DKK1;GPRC5A;KRT18;SLPI;AXL;STC2;IL1B;ID1;IGFBP6;TLR4
Sertraline Down,22/248,7.55E-14,6.40E-12,0,0,9.42127399,284.65531,JUN;CITED2;BDNF;AMIGO2;TPM1;CRIM1;KRT7;ACSL5;ARHGAP29;SERPINB7;F3;PLAC8;CNN1;GLIPR1;KRT18;SLPI;MECOM;AXL;ID1;F2RL1;FLNC;MT1E
Gabazine Down,22/248,7.55E-14,6.40E-12,0,0,9.42127399,284.65531,ABCC3;NRP1;LAMA5;GALNT6;ZNF185;S100A2;ITGA3;TPBG;KRT8;AKR1C3;KRT7;LDOC1;PLAC8;FAM171A1;BMP2;SLPI;BASP1;ID1;SFN;PTX3;SOX9;GAS6
AZD-8330 Down,22/248,7.55E-14,6.40E-12,0,0,9.42127399,284.65531,ABCC3;NRP1;SLC14A1;GALNT6;SMAGP;BDNF;ITGA3;TPBG;PLAUR;ARHGAP29;DKK1;FOSL1;KRT18;PLAU;DPYD;F2RL1;PTX3;SOX9;KCNN4;TLR4;FJX1;STX1A
PF-06260933 Down,22/249,8.21E-14,6.84E-12,0,0,9.37929079,282.610918,KRT81;ANXA1;TNFRSF12A;S100A2;ITGA3;CAV1;AMIGO2;TPM1;KRT7;MICAL2;SERPINB7;CNN1;GLIPR1;GPRC5A;SLPI;PLAU;PDGFC;SPOCK1;SFN;SOX9;TLR4;ABCG2
SA-89068 Down,22/249,8.21E-14,6.84E-12,0,0,9.37929079,282.610918,ANXA1;KRT8;KRT7;MICAL2;DKK1;LOXL2;PLAC8;FAM171A1;MT2A;GLIPR1;GPRC5A;KRT18;AXL;PDGFC;ID1;PXDN;DPYD;DSE;F2RL1;SPOCK1;MT1E;SLC38A4
Docetaxel Up,21/238,3.18E-13,2.63E-11,0,0,9.32416971,268.333707,KRT81;ANXA1;TNFRSF12A;S100A2;CAV1;TPBG;TPM1;DKK1;F3;LOXL2;FOSL1;FAM171A1;MT2A;GLIPR1;SLPI;AXL;PODXL;PTX3;SOX9;TLR4;MT1E
HMN-214 Up,21/240,3.74E-13,3.02E-11,0,0,9.23807274,264.341502,ANXA1;TNFRSF12A;ITGA3;CAV1;TPM1;PLAUR;F3;LOXL2;FOSL1;FAM171A1;MT2A;GLIPR1;AXL;BASP1;PODXL;PDGFC;ID1;SPOCK1;PTX3;GAS6;MT1E
Cabazitaxel Up,21/240,3.74E-13,3.02E-11,0,0,9.23807274,264.341502,ANXA1;TNFRSF12A;IRS1;ITGA3;CAV1;TPBG;TPM1;DKK1;LOXL2;PLAC8;FOSL1;MT2A;GLIPR1;KRT18;AXL;PODXL;ID1;PTX3;SOX9;KCNN4;MT1E
Lobelanidine Down,21/240,3.74E-13,3.02E-11,0,0,9.23807274,264.341502,IL11;SLC14A1;SYT1;CITED2;CAV1;TPBG;KRT7;INHBA;CLU;LOXL2;EFNB2;CNN1;AXL;BASP1;KCNMA1;SCNN1A;SPOCK1;TOX;IL7R;TLR4;STX1A
Cercosporin Up,21/241,4.06E-13,3.26E-11,0,0,9.19561129,262.378242,IL11;JUN;ANXA1;TNFRSF12A;S100A2;LAMB3;PLAUR;INHBA;F3;EGFR;FOSL1;EFNB2;BMP2;GPRC5A;PLAU;STC2;SFN;PTX3;SOX9;IGFBP6;IL7R
Aklomide Up,21/242,4.40E-13,3.48E-11,0,0,9.15353409,260.436437,ABCC3;SLC14A1;LAMA5;GALNT6;S100A2;ATP8B1;ITGA3;AMIGO2;KRT8;DIO2;TNFAIP2;KRT7;MICAL2;ARHGAP29;INHBA;FERMT1;GPRC5A;SPOCK1;SFN;FLNB;TBL1X
Gliquidone Down,21/242,4.40E-13,3.48E-11,0,0,9.15353409,260.436437,TNFRSF12A;S100A2;ITGA3;CAV1;KRT7;VEGFC;GATA2;DKK1;CLU;PLAC8;KRT18;MECOM;AXL;PLAU;PODXL;ID1;PTX3;IGFBP6;SYNPO;SLC16A2;MT1E
SA-242443 Down,21/243,4.77E-13,3.74E-11,0,0,9.11183597,258.515765,CARD10;SLC14A1;GALNT6;TNFRSF12A;CAV1;AKR1C3;SLC2A1;LDOC1;CLU;EFNB2;MT2A;STC2;PDGFC;KCNMA1;FLNB;SOX9;TBL1X;KCNN4;TOX;TLR4;ABCG2
Esculin Up,21/244,5.17E-13,3.94E-11,0,0,9.07051183,256.615912,VIPR1;ANXA1;CRIM1;TNFAIP2;MICAL2;PAWR;DKK1;CLU;PBX1;MT2A;BMP2;GPRC5A;BASP1;PDGFC;ID1;SPOCK1;PTX3;SOX9;KCNN4;FJX1;MT1E
Norgestimate Up,21/244,5.17E-13,3.94E-11,0,0,9.07051183,256.615912,NRP1;SLC14A1;ANXA1;ZNF185;JUP;AMIGO2;AKR1C3;KRT7;INHBA;KRT18;AXL;PDGFC;ID1;SCNN1A;SPOCK1;PTX3;SLIT2;KCNN4;TOX;TLR4;PITX1
KU-C104493 Up,21/244,5.17E-13,3.94E-11,0,0,9.07051183,256.615912,JUN;S100A2;KRT7;VEGFC;ARHGAP29;LDOC1;INHBA;F3;MT2A;BMP2;KRT18;STC2;ID1;SCNN1A;FLNB;PTX3;SOX9;SLIT2;TOX;TLR4;MT1E
Genistein Down,21/244,5.17E-13,3.94E-11,0,0,9.07051183,256.615912,NRP1;CARD10;ANXA1;TNFRSF12A;ITGA3;CAV1;KRT7;MICAL2;PAWR;DKK1;GLIPR1;GPRC5A;KRT18;AXL;BASP1;PKP2;F2RL1;FLNB;PTX3;IL7R;ABCG2
Clofoctol Down,21/245,5.60E-13,4.24E-11,0,0,9.02955665,254.736569,ABCC3;S100A2;SYT1;CAV1;AMIGO2;AKR1C3;TNFAIP2;ARHGAP29;F3;CLU;LOXL2;GPRC5A;SLPI;MECOM;BASP1;F2RL1;SFN;SOX9;FLNC;IL7R;TLR4
Thiram Up,21/246,6.06E-13,4.50E-11,0,0,8.98896552,252.877431,KRT81;GALNT6;JUN;ANXA1;TNFRSF12A;CAV1;TPBG;PLAUR;MICAL2;PAWR;GATA2;DKK1;FOSL1;MT2A;GPRC5A;AXL;BASP1;PDGFC;ID1;PTX3;MT1E
LY-2109761 Down,21/246,6.06E-13,4.50E-11,0,0,8.98896552,252.877431,TLE4;ABCC3;NRP1;TNFRSF12A;FOXF1;SMAGP;VEGFC;INHBA;PRSS23;EFNB2;GPRC5A;MECOM;PLAU;CREB3L1;ID1;SCNN1A;SPOCK1;KCNN4;IL7R;TLR4;STX1A
STF-62247 Down,21/246,6.06E-13,4.50E-11,0,0,8.98896552,252.877431,KRT81;ANXA1;TNFRSF12A;ITGA3;TPM1;KRT8;PLAUR;KRT7;ARHGAP29;INHBA;DKK1;FOSL1;GPRC5A;KRT18;AXL;PLAU;ID1;F2RL1;FLNB;TLR4;STX1A
IC-261 Up,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,KRT81;JUN;ANXA1;TNFRSF12A;S100A2;CAV1;TPM1;SLC2A1;MICAL2;PAWR;DKK1;FOSL1;EFNB2;GLIPR1;GPRC5A;KRT18;PDGFC;ID1;SFN;FLNB;MT1E
CGP-7930 Up,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,CARD10;GALNT6;ANXA1;S100A2;ITGA3;TPBG;AMIGO2;AKR1C3;ACSL5;SECTM1;F3;PLAC8;FOSL1;FERMT1;GPRC5A;KRT18;AXL;PLAU;SPOCK1;IGFBP6;TLR4
JW-7-24-1 Up,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,ABCC3;JUN;ANXA1;IRS1;ITGA3;AMIGO2;PLAUR;VEGFC;ARHGAP29;LDOC1;INHBA;DKK1;FOSL1;GPRC5A;KRT18;AXL;PLAU;BASP1;PTX3;KCNN4;STX1A
Nilotinib Up,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,NRP1;KRT81;JUN;LAMB3;SMAGP;PLAUR;MICAL2;DKK1;PLAC8;FOSL1;MT2A;GLIPR1;AXL;PLAU;PODXL;F2RL1;PTX3;SOX9;KCNN4;FJX1;MT1E
Trifluoperazine Down,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,JUN;AMIGO2;TPM1;KRT8;KRT7;ACSL5;DKK1;F3;PBX1;LOXL2;CNN1;NUAK1;GLIPR1;KRT18;PSG5;MECOM;AXL;ID1;FLNC;MT1E;ABCG2
PD-98059 Down,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,JUN;ANXA1;TNFRSF12A;LAMB3;BDNF;TPBG;AMIGO2;PLAUR;ACSL5;INHBA;DKK1;FOSL1;GPRC5A;KRT18;AXL;BASP1;PTX3;IGFBP6;KCNN4;FJX1;STX1A
D-4476 Down,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,TLE4;KRT81;TPBG;AMIGO2;KRT7;ACSL5;MICAL2;PAWR;INHBA;F3;LOXL2;MT2A;NUAK1;GLIPR1;GPRC5A;COL5A1;AXL;PODXL;SPOCK1;TLR4;MT1E
Tivozanib Down,21/247,6.56E-13,4.53E-11,0,0,8.9487336,251.038202,ABCC3;IL11;JUN;TNFRSF12A;SMAGP;BDNF;PLAUR;MICAL2;VEGFC;LDOC1;DKK1;PLAC8;FOSL1;GLIPR1;GPRC5A;KRT18;DMBT1;F2RL1;IL7R;TLR4;STX1A
