Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Atorvastatin Down,39/247,1.25E-20,2.83E-18,0,0,8.042916667,368.596398,KRT81;NNMT;SERPINE1;NR3C1;CLU;RND3;RELB;MECOM;PODXL;STC2;CCL2;GBP1;EDN1;POSTN;TGFB2;PLK2;TPM1;TFPI2;AKR1C3;MICAL2;TAP1;SERPINB9;PSMB9;FOSL1;DRAP1;COL3A1;IL6;KRT18;AXL;DLC1;IRF1;ID1;SCG5;COL4A6;COL4A5;MYL9;CFB;IDO1;HBEGF
AZD-8330 Down,39/248,1.45E-20,3.15E-18,0,0,8.004019139,365.6234119,BCAR3;NRP1;PCSK1;RTN1;CCDC68;LPAR1;STC1;CXCL1;ELK3;PLAU;EFHD2;PMAIP1;SOX9;KCNN4;ABCC3;SLC14A1;GALNT6;SMURF2;SMAGP;BDNF;TFPI2;G0S2;DKK1;EREG;TGFBR2;FOSL1;NET1;TMEM158;KRT18;DDAH1;DPYD;NFE2L3;COL6A3;PPARG;FJX1;STX1A;EPHA2;HBEGF;ENG
NSC-625987 Down,39/248,1.45E-20,3.15E-18,0,0,8.004019139,365.6234119,BCAR3;GALNT14;NNMT;SDC4;ITGB4;LRRC17;STC1;ELK3;LOXL2;CDH6;EFEMP2;ANPEP;EFHD2;CYP1B1;SPOCK1;SOX9;IGFBP6;CA12;SLC14A1;POSTN;FZD2;WNT5B;PLK2;TPM2;MX1;ISG15;FOSL1;COL3A1;TMEM158;AXL;IL1B;DLC1;COL6A2;COL5A2;ITGBL1;COL6A3;MYL9;FJX1;EPHA2
Methylhydrazine-Sulfate Down,39/249,1.68E-20,3.58E-18,0,0,7.965492063,362.6848358,TOR4A;COLEC12;PCSK1;SERPINE1;LAMA3;STC1;CXCL3;CXCL2;LOXL2;RELN;MECOM;PODXL;QSOX1;EPHB2;ABCC3;POSTN;IGFBP5;FOXF1;RHBDF2;MX1;AKR1C3;G0S2;SULF1;DKK1;VEGFA;FOSL1;ADAM19;GREM1;PLCB3;IL6;TMEM158;LOX;DDAH1;AXL;IL1B;DLC1;ID1;PPARG;HBEGF
Sertaconazole Down,38/245,7.50E-20,1.57E-17,0,0,7.857493278,346.0155451,COLEC12;PCSK1;CITED2;IFI44L;MECOM;PDGFC;SERPINH1;CYP1B1;QSOX1;IGFBP6;PDLIM5;GBP1;MAGEA4;CA12;POSTN;FZD2;SYT1;WNT5A;TFPI2;AKR1C3;MICAL2;IFI44;PCOLCE;ISG15;DCN;EXT1;COL3A1;COL1A2;TMEM158;CLEC2B;LOX;DDAH1;DLC1;COL6A2;ID1;DPYD;COL4A5;COL6A3
Prostratin Up,38/246,8.68E-20,1.71E-17,0,0,7.819311786,343.1973196,SDC4;SLC2A1;STC1;CXCL1;LAMC2;CXCL3;CXCL2;ELK3;MYLK;RELB;IL1RL1;PLAU;ZC3H12A;EFHD2;SOX9;MAP4K4;TGM2;IL4R;ZNF185;LAMB3;PLK2;TFPI2;MICAL2;G0S2;SERPINB9;FOSL1;ADAM19;IL6;KRT18;TMEM158;TNIP1;ZYX;NFE2L3;COL4A5;RIN2;VCL;EPHA2;HBEGF
Rigosertib Up,38/246,8.68E-20,1.71E-17,0,0,7.819311786,343.1973196,KRT81;CAB39;ITGB4;SERPINE1;CXCL1;LAMC2;CXCL3;RND3;CXCL2;THBS1;MYLK;RELB;LOXL2;PODXL;PPP1R13L;ANPEP;PDGFC;MAP4K4;JUN;PPP1R14B;SERPINB2;TPM4;WNT5B;PLK2;TPM1;MICAL2;ELL2;EREG;FOSL1;TMEM158;AXL;IL1B;DLC1;COL6A2;ZYX;ITGA5;MT1E;HBEGF
GZD-824 Down,38/246,8.68E-20,1.71E-17,0,0,7.819311786,343.1973196,SDC4;CAB39;SERPINE1;LAMA3;STC1;PLOD2;LTBP2;LAMC2;CXCL1;EGFR;RELB;FSTL3;LOXL2;PDZD2;PLAU;PPP1R13L;ZC3H12A;FLNB;SOX9;KCNN4;MAP4K4;TGM2;TGFB2;SERPINB2;LAMB3;SMAGP;MICAL2;VEGFC;DKK1;EREG;TGFBR2;FOSL1;ADAM19;IL1A;KLF7;IL1B;COL7A1;BCL3
Vandetanib Down,38/247,1.00E-19,1.88E-17,0,0,7.781495666,340.4119391,CCDC68;SERPINE1;LAMA3;STC1;LAMC2;TRAM2;EGFR;GALNT10;ELK3;LOXL2;THBD;PLAU;PODXL;SPOCK1;FLNB;TGM2;POSTN;SMURF2;LAMB3;TPM2;TPM1;CRIM1;MICAL2;G0S2;DKK1;ELL2;FOSL1;ADAM19;DRAP1;KRT18;AXL;DLC1;COL4A6;COL4A5;STX1A;MT1E;IDO1;HBEGF
Esmolol Down,38/247,1.00E-19,1.88E-17,0,0,7.781495666,340.4119391,KRT81;RTN1;NNMT;EPAS1;CITED2;AMIGO2;STC1;NR3C1;NID2;ELK3;RELB;LOXL2;STC2;PDGFC;DSE;EFHD2;TGM2;CA12;FZD2;SERPINB2;SYT1;TFPI2;KRT8;AKR1C3;ELL2;VEGFA;TGFBR2;EXT1;GREM1;KRT18;TMEM158;AXL;ID1;PXDN;COL4A6;COL4A5;CDH13;GAS6
CP-673451 Down,38/247,1.00E-19,1.88E-17,0,0,7.781495666,340.4119391,NRP1;SERPINE1;AMIGO2;LRRC17;TNFRSF11B;THBS1;MYLK;LOXL2;PLAU;CREB3L1;SPOCK1;KCNN4;SLC38A2;SLC14A1;POSTN;FZD2;IGFBP5;TPM4;WNT5B;SMURF2;FOXF1;SMAGP;ATP8B1;IGFBP3;UBE2E3;NR2F1;MICAL2;ISG15;DKK1;VEGFA;COL1A2;LOX;COL5A1;DLC1;COL5A2;MXRA8;ITGBL1;COL6A3
Selumetinib Down,38/248,1.16E-19,2.13E-17,0,0,7.7440397,337.658883,NRP1;PCSK1;MCFD2;IRS1;STC1;CXCL1;ELK3;MT2A;PLAU;EFHD2;PMAIP1;SOX9;KCNN4;ABCC3;SLC14A1;GALNT6;SMURF2;SYT1;SMAGP;BDNF;ITGA2;TFPI2;MICAL2;G0S2;DKK1;EREG;VEGFA;FOSL1;TMEM158;KRT18;COL6A1;SCG5;NFE2L3;COL6A3;FJX1;STX1A;EPHA2;HBEGF
Macelignan Up,38/249,1.34E-19,2.38E-17,0,0,7.706938767,334.9376415,KRT81;SDC4;IRS1;ITGB4;SERPINE1;LAMC2;NR3C1;CXCL2;THBS1;ELK3;RELB;PLAU;SPOCK1;SOX9;KLF10;GALNT6;EDN1;LAMB3;SMAGP;PLK2;KRT8;AKR1C3;MICAL2;G0S2;DKK1;EREG;VEGFA;FOSL1;NFKBIA;KRT18;AXL;IL1B;DLC1;COL5A2;SPATS2L;STX1A;EPHA2;HBEGF
PD-184352 Down,38/249,1.34E-19,2.38E-17,0,0,7.706938767,334.9376415,BCAR3;PCSK1;NRP1;SNED1;IRS1;STC1;CXCL1;LAMC2;CXCL3;CXCL2;ELK3;PLAU;ARSJ;EFHD2;PMAIP1;SOX9;KCNN4;MAP4K4;SLC14A1;SMURF2;BDNF;ITGA2;TFPI2;G0S2;VEGFC;AMPD3;DKK1;EREG;FOSL1;TMEM158;DPYD;COL6A1;NFE2L3;COL6A3;FJX1;STX1A;EPHA2;HBEGF
Tivantinib Up,37/240,2.88E-19,5.04E-17,0,0,7.78582327,332.3842466,KRT81;NNMT;CAB39;SERPINE1;AMIGO2;LAMC2;CXCL1;CXCL3;CXCL2;RND3;ELK3;RELB;LOXL2;MT2A;PODXL;ANPEP;PDGFC;SOX9;KCNN4;JUN;SMURF2;PLK2;TPM1;MICAL2;DKK1;FOSL1;DRAP1;TMEM158;KRT18;AXL;DLC1;ID1;ZYX;ITGA5;FJX1;MT1E;EPHA2
ABT-751 Up,37/242,3.84E-19,6.51E-17,0,0,7.7090654,326.8891348,KRT81;CAB39;IRS1;ITGB4;LAMA3;LAMC2;CXCL1;CXCL3;CXCL2;RND3;FSTL3;MT2A;PODXL;ANPEP;SPOCK1;FLNB;SOX9;FLNC;MAP4K4;JUN;IL4R;ZNF185;TPM4;LAMB3;PLK2;TPM1;MICAL2;DKK1;FOSL1;TMEM158;AXL;ZYX;COL4A6;COL4A5;ITGA5;MYL9;MT1E
KX-2391 Up,37/242,3.84E-19,6.51E-17,0,0,7.7090654,326.8891348,TOR4A;NNMT;CAB39;ITGB4;CXCL1;LAMC2;CXCL3;CXCL2;RND3;ELK3;RELB;LOXL2;MT2A;PODXL;ANPEP;PDGFC;EFHD2;PPP1R14B;TPM4;PLK2;TPM1;MICAL2;EREG;FOSL1;DRAP1;TMEM158;KRT18;TNIP1;AXL;DLC1;ZYX;COL4A6;COL4A5;ITGA5;MT1E;EPHA2;HBEGF
Celastrol Up,37/244,5.11E-19,8.40E-17,0,0,7.633790774,321.5233574,CITED2;STC1;CXCL1;RND3;THBD;IL1RL1;ANPEP;STC2;SERPINH1;PMAIP1;GABRE;PDGFRB;FZD2;WNT5B;HSPA5;SMAGP;PLK2;WNT5A;MX1;AKR1C3;IFI44;PCOLCE;DKK1;TBX3;VEGFA;FOSL1;IL6;COL1A2;DLC1;COL6A2;ID1;SPATS2L;COL6A3;FMOD;EPHA2;HBEGF;ENG
Ercalcitriol Up,37/244,5.11E-19,8.40E-17,0,0,7.633790774,321.5233574,NRP1;SDC4;CAB39;AMIGO2;HSPB7;LPAR1;STC1;PLOD2;TNFRSF11B;LTBP2;CXCL2;PLAU;PDGFC;DSE;IGFBP6;PITX1;TGM2;GALNT6;SERPINB2;ZNF185;IGFBP5;TPM4;IGFBP3;TFPI2;G0S2;VEGFC;AMPD3;ELL2;EREG;VEGFA;FOSL1;NFKBIA;IL1A;KRT18;AXL;ID1;DOCK2
VU-0404997-2 Up,37/245,5.88E-19,9.12E-17,0,0,7.596696307,318.8876756,NRP1;SDC4;CITED2;LRRC17;CXCL1;CXCL3;CXCL2;THBS1;IFI44L;FSTL3;LOXL2;MT2A;ESM1;PODXL;ANPEP;STC2;ARHGDIB;FLNB;SOX9;POSTN;IGFBP5;IGFBP3;RHBDF2;IFI44;VEGFC;ISG15;SULF1;VEGFA;TGFBR2;DDAH1;IL1B;DLC1;ID1;IL6ST;CFB;MT1E;HBEGF
Trifluridine Up,37/245,5.88E-19,9.12E-17,0,0,7.596696307,318.8876756,KANK2;SDC4;SAMD9;ITGB4;AMIGO2;STC1;LAMC2;PTN;NR3C1;IFI44L;ELK3;FSTL3;PLAU;PPP1R13L;SPOCK1;IGFBP6;ZNF185;LAMB3;PLK2;IGFBP3;TFPI2;MX1;IFI44;G0S2;VEGFC;TAP1;ISG15;DKK1;PSMB9;GREM1;DDAH1;TNIP1;OAS2;COL6A2;ID1;EPHA2;HBEGF
Gefitinib Down,37/245,5.88E-19,9.12E-17,0,0,7.596696307,318.8876756,PCSK1;RTN1;CCDC68;AMIGO2;LAMA3;SLC2A1;STC1;LAMC2;LOXL2;PDGFC;EFHD2;QSOX1;KCNN4;MAGEA4;TGM2;SLC14A1;SMURF2;LAMB3;BDNF;MBOAT7;TFPI2;MICAL2;AMPD3;DKK1;FOSL1;EXT1;IL6;TMEM158;KRT18;DLC1;COL6A2;COL7A1;COL4A6;COL4A5;STX1A;EPHA2;HBEGF
Ponatinib Down,37/245,5.88E-19,9.12E-17,0,0,7.596696307,318.8876756,SDC4;SERPINE1;LAMA3;SLC2A1;STC1;PLOD2;CXCL1;LAMC2;LAMC1;CXCL3;ELK3;LOXL2;THBD;PLAU;ANPEP;EFHD2;SPOCK1;SOX9;TGM2;ZNF185;LAMB3;MBOAT7;WNT5A;G0S2;ISG15;TBX3;FOSL1;IL6;KRT18;CLEC2B;IL1B;COL7A1;ID1;PPARG;STX1A;EPHA2;HBEGF
ALW-II-38-3 Up,37/247,7.79E-19,1.17E-16,0,0,7.523567214,313.7082305,BCAR3;RTN1;IRS1;AMIGO2;ELK3;LOXL2;PLAU;ARHGDIB;EFHD2;CCL2;SOX9;GBP1;MAP4K4;TLE4;SERPINB2;IL4R;ZNF185;LAMB3;VEGFC;DKK1;PBX1;EREG;TGFBR2;FOSL1;NET1;ADAM19;TMEM158;DPYD;PXDN;COL6A1;SCG5;COL6A3;TCF4;ITGA5;FMOD;RIN2;STX1A
JW-7-24-1 Up,37/247,7.79E-19,1.17E-16,0,0,7.523567214,313.7082305,RTN1;SDC4;IRS1;SERPINE1;AMIGO2;STC1;TNFRSF11B;NID2;RND3;RELB;PLAU;KCNN4;SLC38A2;TGM2;ABCC3;JUN;EDN1;SERPINB2;SMURF2;PLK2;TFPI2;VEGFC;G0S2;DKK1;TBX3;VEGFA;FOSL1;EXT1;IL6;KRT18;DDAH1;TNIP1;AXL;RASA1;RIN2;STX1A;EPHA2
Seocalcitol Up,37/248,8.95E-19,1.31E-16,0,0,7.487522543,311.1634995,SDC4;CAB39;IRS1;AMIGO2;HSPB7;LPAR1;STC1;FGD6;STC2;IGFBP6;GABRE;PDLIM5;TGM2;ABCC3;ZNF185;LAMB3;IGFBP3;WNT5A;KRT8;AKR1C3;G0S2;VEGFC;DKK1;TBX3;VEGFA;NET1;NFKBIA;IL1A;IL6;KRT18;AXL;IL1B;DLC1;COL6A2;ID1;EPHA2;HBEGF
L-23 Down,37/248,8.95E-19,1.31E-16,0,0,7.487522543,311.1634995,NNMT;RTN1;SDC4;SERPINE1;AMIGO2;WWC2;PLOD2;NR3C1;CXCL2;THBS1;ANPEP;PDGFC;SPOCK1;FLNB;TGM2;EDN1;POSTN;SYT1;PLK2;IGFBP3;TPM1;KRT8;AKR1C3;MICAL2;RRAS2;DKK1;TGFBR2;FOSL1;IL6;KRT18;DDAH1;AXL;DLC1;PXDN;SCG5;PPARG;EPHA2
HDAC3-selective Up,37/249,1.03E-18,1.47E-16,0,0,7.451817916,308.648134,SERPINE1;LRRC17;LPAR1;PTN;LAMC1;NR3C1;THBS1;GALNT10;ELK3;LOXL2;PLAU;PODXL;ANPEP;STC2;ARHGDIB;IGFBP6;GALNT6;FZD2;IGFBP5;SYT1;TFPI2;AKR1C3;IFI44;RRAS2;ISG15;DKK1;PSMB9;IL1A;COL1A2;KRT18;CLEC2B;AXL;IL1B;DLC1;ID1;COL5A2;COL6A3
Clobetasol Down,37/249,1.03E-18,1.47E-16,0,0,7.451817916,308.648134,COLEC12;PCSK1;AMIGO2;STC1;TNFRSF11B;CXCL1;PTN;CXCL3;RND3;IFI44L;EFHD2;CCL2;SOX9;MAGEA4;SLC14A1;VCAM1;IGFBP5;PLK2;IGFBP3;WNT5A;MX1;IFI44;NRG1;TBX3;VEGFA;FOSL1;DRAP1;ARL4C;GREM1;COL1A2;TMEM158;AXL;COL6A2;COL6A1;SCG5;COL6A3;FMOD
Cercosporin Up,36/241,2.57E-18,3.63E-16,0,0,7.484154418,303.1194755,SDC4;ITGB4;SERPINE1;CXCL1;LAMC2;CXCL3;FGF2;CXCL2;EGFR;RELB;THBD;IL1RL1;PLAU;STC2;ZC3H12A;CYP1B1;PMAIP1;SOX9;IGFBP6;PDLIM5;KLF10;JUN;SERPINB2;LAMB3;G0S2;VEGFA;FOSL1;NFKBIA;IL1A;IL6;TNIP1;DLC1;IRF1;COL6A2;BCL3;HBEGF
Mebendazole Up,36/243,3.39E-18,4.72E-16,0,0,7.411075919,298.1106252,PCSK1;KRT81;NNMT;ITGB4;CXCL1;CXCL3;RND3;RELB;MT2A;PLAU;PODXL;PDGFC;EFHD2;SPOCK1;SOX9;KCNN4;ABCC3;JUN;PPP1R14B;TPM4;PLK2;TPM1;MICAL2;OSMR;DKK1;EREG;FOSL1;TMEM158;KRT18;AXL;ID1;ZYX;ITGA5;STX1A;MT1E;EPHA2
PLX-4720 Up,36/244,3.89E-18,5.21E-16,0,0,7.375063678,295.6503931,NRP1;LRRC17;AMIGO2;LAMA3;LPAR1;LAMC2;CXCL1;CXCL3;NID2;ELK3;CDH6;TLE4;JUN;POSTN;SYT1;SMURF2;SMAGP;TFPI2;G0S2;EREG;FOSL1;GREM1;IL1A;COL3A1;COL1A2;KRT18;AXL;IL1B;DLC1;COL5A2;COL6A1;SCG5;COL6A3;PPARG;FJX1;HBEGF
Acetaldehyde Down,36/244,3.89E-18,5.21E-16,0,0,7.375063678,295.6503931,BCAR3;NRP1;STC1;THBS1;IFI44L;THBD;PLAU;SOX9;GBP1;MAP4K4;PDGFRB;GALNT6;POSTN;SERPINB2;LAMB3;NR2F1;IFI44;G0S2;VEGFC;PCOLCE;DKK1;EREG;FOSL1;COL3A1;IL1B;DLC1;IRF1;COL7A1;CSNK2B;BCL3;COL6A1;SPATS2L;COL4A5;COL6A3;STX1A;VCL
SGI-1776 Down,36/244,3.89E-18,5.21E-16,0,0,7.375063678,295.6503931,NNMT;RTN1;AMIGO2;HSPB7;PLOD2;TNFRSF11B;CXCL1;CXCL3;LOXL2;ANPEP;DSE;FLNC;IGFBP6;PITX1;TGM2;CA12;PPP1R14B;SERPINB2;SMAGP;PLK2;TPM1;WNT5A;TFPI2;AKR1C3;MICAL2;VEGFC;DRAP1;TMEM158;CLEC2B;AXL;DLC1;COL6A2;ID1;COL4A6;ITGA5;ENG
Bisphenol-A Up,36/245,4.46E-18,5.90E-16,0,0,7.339396052,293.2189961,NNMT;SERPINE1;AMIGO2;LTBP2;LAMC2;CXCL3;GALNT10;THBD;MT2A;RELN;STC2;FLNB;SOX9;EPHB2;CA12;KLF10;POSTN;MICAL2;IFI44;RRAS2;VEGFC;G0S2;ATP2B1;SULF1;DKK1;EREG;VEGFA;IL1A;IL1B;ID1;COL5A2;MXRA8;SPATS2L;GAS6;MT1E;HBEGF
Deguelin Up,36/246,5.11E-18,6.60E-16,0,0,7.304068117,290.8159758,SDC4;FOXG1;SERPINE1;LRRC17;LAMA3;LPAR1;CXCL3;CXCL2;EGFR;IL1RL1;PLAU;ANPEP;FLNB;IGFBP6;CA12;ABCC3;JUN;PPP1R14B;SERPINB2;VCAM1;IGFBP5;SMAGP;IGFBP3;MX1;VEGFC;G0S2;EREG;FOSL1;NET1;EXT1;DRAP1;AXL;RASA1;ID1;PPARG;EPHA2
VU-0424206-1 Down,36/246,5.11E-18,6.60E-16,0,0,7.304068117,290.8159758,ITGB4;IFI44L;ELK3;PLAU;STC2;SPIN1;CYP1B1;SOX9;CA12;KLF10;ABCC3;GALNT6;EDN1;SERPINB2;VCAM1;IGFBP5;SMURF2;HSPA5;PLK2;NR2F1;AKR1C3;IFI44;SULF1;DKK3;IL1A;KLF7;COL3A1;CLEC2B;DDAH1;FEZ2;ID1;COL5A2;MXRA8;SPATS2L;ITGBL1;ENG
SYK-inhibitor Down,36/247,5.85E-18,7.29E-16,0,0,7.269075045,288.4408834,COLEC12;NRP1;SAMD9;SERPINE1;LRRC17;AMIGO2;PLOD2;IFI44L;GALNT10;ELK3;RELN;ANPEP;CYP1B1;SPOCK1;EMILIN1;IGFBP6;EPHB2;CA12;TLE4;SERPINB2;IGFBP5;TPM2;WNT5A;TFPI2;NR2F1;IFI44;VEGFC;TBX3;CLEC2B;COL5A1;ID1;COL6A1;SCG5;COL6A3;TCF4;ITGA5
PD-98059 Down,36/247,5.85E-18,7.29E-16,0,0,7.269075045,288.4408834,PCSK1;AMIGO2;STC1;TNFRSF11B;RND3;ELK3;EFHD2;CYP1B1;PMAIP1;IGFBP6;KCNN4;KLF10;JUN;SMURF2;LAMB3;BDNF;PLK2;TFPI2;ATP2B1;OSMR;DKK1;VEGFA;FOSL1;EXT1;GREM1;IL6;TMEM158;KRT18;AXL;SCG5;COL6A3;IL6ST;FJX1;STX1A;EPHA2;HBEGF
Acrylonitrile Down,36/247,5.85E-18,7.29E-16,0,0,7.269075045,288.4408834,AMIGO2;PLOD2;PTN;THBS1;RELN;PLAU;ARHGDIB;EFHD2;CYP1B1;SPOCK1;SOX9;IGFBP6;SLC16A2;GBP1;MAP4K4;TGM2;KLF10;POSTN;FZD2;WNT5B;TFPI2;SPAG4;MICAL2;G0S2;VEGFC;SULF1;DKK1;FOSL1;IL1A;TMEM158;DLC1;SCG5;COL4A6;ITGBL1;COL4A5;RIN2
Tacedinaline Up,36/248,6.69E-18,8.06E-16,0,0,7.234412095,286.0932789,COLEC12;NRP1;NNMT;STC1;PLOD2;CXCL1;LAMC1;ELK3;LOXL2;PLAU;PODXL;PDGFC;PMAIP1;IGFBP6;TGM2;KLF10;ABCC3;GALNT6;PLK2;WNT5A;TFPI2;NR2F1;AKR1C3;G0S2;SERPINB9;ISG15;OSMR;COL1A1;ADAM19;IL6;KRT18;AXL;COL6A2;ID1;COL6A1;COL6A3
Vinorelbine Up,36/248,6.69E-18,8.06E-16,0,0,7.234412095,286.0932789,KRT81;CAB39;SERPINE1;LAMC2;CXCL3;CXCL2;RND3;THBS1;ELK3;RELB;LOXL2;IL1RL1;MT2A;LASP1;PLAU;PODXL;PPP1R13L;EFHD2;SOX9;MAP4K4;JUN;SERPINB2;TPM4;LAMB3;TPM1;MICAL2;DKK1;EREG;FOSL1;TMEM158;AXL;ZYX;ITGA5;VCL;MT1E;EPHA2
SA-247615 Up,36/248,6.69E-18,8.06E-16,0,0,7.234412095,286.0932789,COLEC12;NNMT;SDC4;ITGB4;AMIGO2;LTBP2;CXCL1;LAMC2;THBS1;ELK3;LOXL2;PLAU;ANPEP;PDGFC;ARHGDIB;SPOCK1;FLNB;SOX9;ABCC3;ZNF185;SMURF2;LAMB3;KRT8;MICAL2;DKK1;FOSL1;IL1A;KRT18;CLEC2B;AXL;DLC1;COL7A1;PXDN;COL6A3;RIN2;EPHA2
Crizotinib Down,36/249,7.65E-18,8.92E-16,0,0,7.20007462,283.7727312,SERPINE1;SLC2A1;PLOD2;TRAM2;CLU;THBS1;IFI44L;GNAI2;LOXL2;CNN2;MECOM;PODXL;PDGFC;SERPINH1;PMAIP1;GBP1;EDN1;TGFB2;HEG1;IGFBP3;TPM2;TPM1;MICAL2;IFI44;ISG15;COL1A1;ADAM19;COL3A1;COL1A2;LOX;COL5A1;IRF1;ID1;COL5A2;MYL9;IDO1
KISS1R ALARIN Down,36/249,7.65E-18,8.92E-16,0,0,7.20007462,283.7727312,COLEC12;PTN;FGF1;CXCL3;CXCL2;THBS1;IFI44L;GALNT10;PDZD2;PLAU;PDGFC;DSE;SOX9;GALNT6;EDN1;POSTN;VCAM1;SYT1;SMURF2;PLK2;MX1;IFI44;MICAL2;PCOLCE;ISG15;ATP2B1;DKK1;DKK3;ADAM19;GREM1;TMEM158;COL5A1;OAS2;PXDN;COL5A2;COL4A5
SGC-CBP30 Down,36/249,7.65E-18,8.92E-16,0,0,7.20007462,283.7727312,KRT81;EPAS1;IRS1;ITGB4;AMIGO2;STC1;CLU;FSTL3;ANPEP;PDGFC;SOX9;IGFBP6;KCNN4;EDN1;SERPINB2;ZNF185;TPM4;LAMB3;PLK2;IGFBP3;WNT5A;KRT8;AKR1C3;PCOLCE;DKK1;VEGFA;PSMB9;TGFBR2;NET1;KRT18;TNIP1;IL1B;ZYX;SPATS2L;PPARG;IDO1
Indibulin Up,35/240,1.68E-17,1.94E-15,0,0,7.260234232,280.4262252,NRP1;KRT81;NNMT;IRS1;ITGB4;AMIGO2;CXCL1;LAMC2;CXCL3;CXCL2;THBS1;MT2A;PODXL;FLNB;SPDL1;MAP4K4;TGM2;ABCC3;PPP1R14B;TPM4;TPM1;RHBDF2;MICAL2;EREG;DKK3;FOSL1;TMEM158;KRT18;AXL;DLC1;COL4A6;COL4A5;GAS6;MT1E;EPHA2
Moxisylyte Down,35/241,1.92E-17,2.17E-15,0,0,7.224616141,278.0792295,COLEC12;NNMT;LAMA3;STC1;TNFRSF11B;NR3C1;CXCL3;FGF2;CLU;CXCL2;RELB;STC2;IGFBP6;SERPINB2;WNT5B;LAMB2;TPM2;WNT5A;TFPI2;MX1;AKR1C3;VEGFC;PCOLCE;TBX3;IL1A;COL1A2;DDAH1;AXL;COL6A2;ID1;BCL3;SPATS2L;COL6A3;ITGA5;HBEGF
Alprostadil Down,35/241,1.92E-17,2.17E-15,0,0,7.224616141,278.0792295,RTN1;ARHGEF28;AMIGO2;HSPB7;LTBP2;LAMC2;ELK3;LASP1;PLAU;PDGFC;PMAIP1;SLC38A2;JUN;FZD2;SERPINB2;WNT5B;SMURF2;SMAGP;VEGFC;DKK1;DKK3;INHBE;TGFBR2;FOSL1;NET1;PLCB3;KRT18;AXL;RASA1;PXDN;EHBP1L1;SCG5;CDH13;GAS6;EPHA2
Nocodazole Up,35/242,2.20E-17,2.43E-15,0,0,7.189342186,275.7600606,NNMT;CAB39;IRS1;ITGB4;LAMA3;LAMC2;RND3;LOXL2;MT2A;LASP1;PODXL;ANPEP;PDGFC;SOX9;FLNC;ZNF185;TPM4;WNT5B;PLK2;TPM1;MICAL2;DKK3;FOSL1;DRAP1;TMEM158;AXL;DLC1;ZYX;COL4A6;ITGA5;GAS6;MYL9;MT1E;EPHA2;IDO1
JW-55 Down,35/242,2.20E-17,2.43E-15,0,0,7.189342186,275.7600606,BCAR3;NNMT;AMIGO2;NR3C1;PVR;NID2;CXCL2;STC2;PDGFC;DSE;AOX1;QSOX1;FZD2;SMURF2;SYT1;BDNF;PLK2;TPM1;TFPI2;AKR1C3;MICAL2;G0S2;VEGFC;EXT1;DRAP1;IL6;TNIP1;AXL;DLC1;PXDN;PPARG;ITGA5;GAS6;EPHA2;MT1E
Brefeldin-A Down,35/243,2.51E-17,2.75E-15,0,0,7.154407404,273.4682713,KANK2;COLEC12;SDC4;PTN;CLU;ELK3;THBD;PODXL;ANPEP;EFHD2;CYP1B1;CCL2;IGFBP6;KLF10;ZNF185;TPM1;KRT8;AKR1C3;SERPINB9;ISG15;DKK1;NET1;FOSL1;NFKBIA;TMEM158;AXL;DLC1;ID1;BCL3;COL4A6;COL4A5;ITGA5;VCL;EPHA2;ENG
Simvastatin Down,35/244,2.86E-17,3.02E-15,0,0,7.119806926,271.2034239,MCFD2;NNMT;SERPINE1;PLOD2;CXCL1;RND3;LOXL2;MECOM;PLAU;STC2;PDGFC;GBP1;EDN1;TGFB2;VCAM1;PLK2;IGFBP3;TPM1;TFPI2;MICAL2;RRAS2;DKK1;ELL2;FOSL1;EXT1;TMEM158;KRT18;CLEC2B;LOX;AXL;DLC1;ID1;COL5A2;IDO1;HBEGF
Amcinonide Down,35/244,2.86E-17,3.02E-15,0,0,7.119806926,271.2034239,COLEC12;AMIGO2;CXCL1;CREB3L1;STC2;PDGFC;EFHD2;CYP1B1;CCL2;QSOX1;SOX9;GABRE;TGM2;FZD2;IGFBP5;SMURF2;BDNF;ATP8B1;PLK2;WNT5A;NR2F1;MICAL2;ATP2B1;TBX3;VEGFA;FOSL1;ADAM19;DRAP1;ARL4C;TMEM158;KRT18;ID1;BCL3;STX1A;HBEGF
Hydrazobenzene Down,35/244,2.86E-17,3.02E-15,0,0,7.119806926,271.2034239,KRT81;PARM1;FOXE1;LAMA3;LTBP2;CXCL1;PTN;NR3C1;CXCL3;CXCL2;THBD;AOX1;SPOCK1;IGFBP6;EPHB2;CA12;TLE4;ZNF185;SMURF2;SYT1;BDNF;TFPI2;AKR1C3;RRAS2;VEGFC;SERPINB9;DKK1;IL6;ID1;CDH13;PPARG;GAS6;MT1E;EPHA2;HBEGF
Drotaverine Down,35/244,2.86E-17,3.02E-15,0,0,7.119806926,271.2034239,BCAR3;KRT81;SDC4;STC1;CXCL1;CXCL3;CLU;CXCL2;RELB;FSTL3;MT2A;ANPEP;PDGFC;QSOX1;SOX9;KCNN4;GABRE;MAGEA4;MAP4K4;SERPINB2;IGFBP3;TFPI2;AKR1C3;VEGFC;NRG1;DKK1;EREG;NET1;IL6;AXL;ID1;PPARG;STX1A;EPHA2;HBEGF
