Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Birinapant Up,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,IL32;SRGN;CSF2;KRT7;VEGFC;MSLN;MMP9;NAV3;PLAU;PDGFC;SOX9;RIN2;TGM2;LTF
ALW-II-38-3 Up,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,CDA;ANXA3;VEGFC;FSTL1;MMP9;RGS4;MLPH;BASP1;PLAU;ARHGDIB;SCG5;PLXNA2;SOX9;RIN2
CV-1808 Down,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,IL32;CDA;KRT81;TAGLN;ANXA3;SERPINE1;IL18;SPINT2;BASP1;SFN;EPS8L2;NUPR1;TSPAN1;TGM2
Ginsenoside Down,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,MME;GDF15;BIK;MMP3;LPAR1;KRT7;ADRB2;SERPINB7;KMO;BASP1;PLAU;HSD17B2;SLCO1B3;SPP1
D-4476 Down,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,SRGN;KRT81;EDN1;TAGLN;TGFB2;SPINK1;SERPINE1;ACSL5;KRT7;FSTL1;RGS4;NUAK1;GLIPR1;ARHGDIB
Diflunisal Down,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,SPINK1;MME;GDF15;IL18;KRT7;ARHGAP29;NMNAT2;MSLN;MAPK13;SULT1C2;GRB14;SPP1;PKP2;EPS8L2
Esmolol Down,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,IL32;KRT81;CITED2;GDF15;BIK;KRT7;SPINT2;NUAK1;GLIPR1;NAV3;BASP1;PDGFC;NUPR1;TGM2
Captopril Down,14/247,9.00E-07,8.04E-05,0,0,5.538383675,77.09695151,CITED2;WWC1;SERPINE1;KRT7;SPINT2;MSLN;NUAK1;NAV3;PLAU;CREB3L1;AOX1;SOX9;NUPR1;LTF
Nomegestrol-Acetate Up,14/248,9.45E-07,8.04E-05,0,0,5.514433156,76.49791382,IL32;GABRP;WWC1;MMP3;KRT7;MMP9;GLIPR1;BASP1;SCG5;SLAMF7;EPS8L2;SOX9;FLNC;LTF
Vinorelbine Up,14/248,9.45E-07,8.04E-05,0,0,5.514433156,76.49791382,CDA;KRT81;ANXA3;BIK;WWC1;SERPINE1;KRT7;FSTL1;IL1RL1;GLIPR1;BASP1;PLAU;SFN;SOX9
MW-A1-18 Up,14/248,9.45E-07,8.04E-05,0,0,5.514433156,76.49791382,SRGN;POSTN;SPINK1;MMP3;ACSL5;VEGFC;ANXA10;NAV3;CREB3L1;PDGFC;HSD17B2;SOX9;FLNC;LTF
Trequinsin Down,14/248,9.45E-07,8.04E-05,0,0,5.514433156,76.49791382,SRGN;TAGLN;POSTN;BDNF;VEGFC;ADRB2;MSLN;FSTL1;ESM1;GLIPR1;PDGFC;PKP2;TOX;LTF
MD-II-008-P Down,14/248,9.45E-07,8.04E-05,0,0,5.514433156,76.49791382,GABRP;POSTN;SPINK1;MME;ANXA3;KRT7;ARHGAP29;SPINT2;PCLO;CALB1;MLPH;PDGFC;SOX9;RIN2
Shahrm Down,14/248,9.45E-07,8.04E-05,0,0,5.514433156,76.49791382,IL32;KRT81;ANXA3;WWC1;IL18;KRT7;SPINT2;ADRB2;SERPINB7;PDGFC;SLCO1B3;TGM2;CPA4;LTF
L-23 Down,14/248,9.45E-07,8.04E-05,0,0,5.514433156,76.49791382,IL32;EDN1;POSTN;ANXA3;GDF15;SERPINE1;KRT7;ARHGAP29;SPINT2;MSLN;PDGFC;SPP1;SCG5;TGM2
GDC-0879 Up,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,SRGN;CDA;POSTN;ACSL5;ANXA10;MLPH;BASP1;PLAU;SLCO1B3;SPP1;SCG5;SOX9;RIN2;LTF
Thiothixene Up,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,IL32;ANXA3;GDF15;SPINT2;MMP9;MLPH;BASP1;SPP1;SFN;NUPR1;TOX;RIN2;TSPAN1;LTF
AM-281 Up,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,SRGN;GABRP;BDNF;KRT7;MSLN;FSTL1;MMP9;PCLO;GRB14;NAV3;PDGFC;HSD17B2;SOX9;LTF
Cabozantinib Down,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,GABRP;ANXA3;SERPINE1;KRT7;ADRB2;SERPINB7;EGFR;RGS4;IL1RL1;GLIPR1;BASP1;SCG5;SFN;TGM2
Pirlindole Down,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,IL32;CDA;GABRP;KRT81;TAGLN;POSTN;MME;GDF15;FSTL1;GRB14;SLCO1B3;SPP1;TGM2;LTF
VU-0405166-2 Down,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,SRGN;GABRP;EDN1;POSTN;KCNE4;ARHGAP29;ANXA10;TTN;BASP1;CREB3L1;HSD17B2;SCG5;RIN2;LTF
SA-89068 Down,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,SRGN;TAGLN;POSTN;GDF15;WWC1;KRT7;ANXA10;KMO;MSLN;RGS4;GLIPR1;PDGFC;HSD17B2;TSPAN1
GALR2 ALARIN Down,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,GABRP;ANXA3;KRT7;ARHGAP29;FSTL1;SULT1C2;PLAU;PDGFC;SCG5;AOX1;SFN;EPS8L2;SOX9;LTF
HG-9-91-01 Down,14/249,9.91E-07,8.04E-05,0,0,5.490686471,75.90531979,EDN1;TGFB2;SERPINE1;ACSL5;ARHGAP29;FSTL1;ESM1;NAV3;PLAU;PDGFC;SPP1;SCG5;PLXNA2;TGM2
BAY-87-2243 Up,13/235,2.91E-06,2.27E-04,0,0,5.375290784,68.51920797,SEMA5A;SRGN;MME;GDF15;SERPINE1;CYP4F3;LPAR1;VEGFC;FSTL1;EGFR;RGS4;MLPH;NUPR1
ZK-164015 Up,13/236,3.05E-06,2.27E-04,0,0,5.350912651,67.95833046,MME;ANXA3;GDF15;MMP3;SPINT2;SULT1C2;MLPH;BASP1;SCG5;SLAMF7;NUPR1;TSPAN1;LTF
Oligomycin-A Up,13/238,3.35E-06,2.27E-04,0,0,5.302806468,66.85550594,GABRP;POSTN;SPINK1;MME;GDF15;BDNF;SERPINE1;VEGFC;RGS4;CALB1;GRB14;SCG5;TOX
SB-505124 Up,13/238,3.35E-06,2.27E-04,0,0,5.302806468,66.85550594,GABRP;CITED2;ANXA3;BDNF;KRT7;SPINT2;SULT1C2;MLPH;GRB14;CREB3L1;SCG5;NUPR1;LTF
CAY-10470 Up,13/239,3.50E-06,2.27E-04,0,0,5.279072666,66.31336871,POSTN;ANXA3;GDF15;MMP3;VEGFC;ADRB2;MLPH;BASP1;SCG5;PKP2;NUPR1;TSPAN1;LTF
CAY-10577 Down,13/239,3.50E-06,2.27E-04,0,0,5.279072666,66.31336871,CITED2;BIK;MMP3;KRT7;ARHGAP29;SPINT2;ADRB2;KMO;MAPK13;MLPH;PLAU;SLCO1B3;AOX1
oxindole-I Up,13/241,3.84E-06,2.27E-04,0,0,5.232229635,65.24718227,CDA;GABRP;CITED2;ANXA3;WWC1;KRT7;ARHGAP29;MSLN;BASP1;SUSD4;SCG5;NUPR1;TGM2
Clebopride Up,13/241,3.84E-06,2.27E-04,0,0,5.232229635,65.24718227,ANXA3;KRT7;ARHGAP29;SPINT2;ADRB2;MSLN;MMP9;MAPK13;CALB1;PLXNA2;AOX1;TSPAN1;TGM2
Benfotiamine Down,13/241,3.84E-06,2.27E-04,0,0,5.232229635,65.24718227,IL32;SEMA5A;POSTN;MME;GDF15;LPAR1;RGS4;MLPH;PLXNA2;AOX1;SOX9;TGM2;LTF
Crenolanib Down,13/241,3.84E-06,2.27E-04,0,0,5.232229635,65.24718227,SRGN;CDA;GABRP;POSTN;ANXA3;CYP4F3;MMP9;RGS4;ARHGDIB;SPP1;SOX9;RIN2;LTF
ABT-751 Up,13/242,4.02E-06,2.27E-04,0,0,5.209114952,64.72295353,CDA;GABRP;KRT81;ANXA3;WWC1;FSTL1;GLIPR1;GRB14;SLAMF7;SFN;SOX9;FLNC;LTF
Ivachtin Up,13/242,4.02E-06,2.27E-04,0,0,5.209114952,64.72295353,GABRP;MME;GDF15;ACSL5;ARHGAP29;ADRB2;MMP9;PCLO;HSD17B2;SPP1;PKP2;TSPAN1;LTF
Vinblastine Up,13/242,4.02E-06,2.27E-04,0,0,5.209114952,64.72295353,CDA;KRT81;ANXA3;BIK;WWC1;FSTL1;MMP9;GLIPR1;PLAU;PDGFC;SLAMF7;SFN;SOX9
Tremulacin Up,13/242,4.02E-06,2.27E-04,0,0,5.209114952,64.72295353,EDN1;POSTN;IL18;KRT7;ARHGAP29;SPINT2;KMO;GRB14;ARHGDIB;AOX1;EPS8L2;RIN2;TGM2
KIN001-242 Down,13/242,4.02E-06,2.27E-04,0,0,5.209114952,64.72295353,IL32;CITED2;ANXA3;GDF15;IL18;SERPINB7;TTN;SULT1C2;MLPH;PDGFC;FLNC;NUPR1;LTF
ST-014147 Down,13/242,4.02E-06,2.27E-04,0,0,5.209114952,64.72295353,RAB3B;CITED2;ANXA3;GDF15;BDNF;ARHGAP29;SPINT2;MSLN;MLPH;NAV3;BASP1;PDGFC;NUPR1
MC1568 Down,13/242,4.02E-06,2.27E-04,0,0,5.209114952,64.72295353,IL32;GABRP;KRT81;MME;GDF15;KRT7;VEGFC;PCLO;PDGFC;AOX1;NUPR1;RIN2;TGM2
OSI-027 Up,13/243,4.20E-06,2.27E-04,0,0,5.186201266,64.20451757,EDN1;ANXA3;GDF15;SERPINE1;VEGFC;ARHGAP29;ADRB2;EGFR;MLPH;PLAU;PDGFC;SOX9;RIN2
Furfural Up,13/243,4.20E-06,2.27E-04,0,0,5.186201266,64.20451757,TAGLN;POSTN;KCNE4;SERPINE1;ARHGAP29;KMO;MAPK13;CALB1;HSD17B2;ARHGDIB;SFN;RAG1;LTF
Triclabendazole Down,13/243,4.20E-06,2.27E-04,0,0,5.186201266,64.20451757,SRGN;CITED2;ANXA3;VEGFC;ARHGAP29;PRR5L;FSTL1;MMP9;TTN;PDGFC;SPP1;SFN;SSX1
Glafenine Down,13/243,4.20E-06,2.27E-04,0,0,5.186201266,64.20451757,TAGLN;SPINK1;MME;CITED2;IL18;KRT7;ARHGAP29;MMP9;PDGFC;SPP1;NUPR1;RIN2;SSX1
Cyclopentene Down,13/243,4.20E-06,2.27E-04,0,0,5.186201266,64.20451757,KRT81;ANXA3;GDF15;BIK;KRT7;SPINT2;SULT1C2;NUAK1;MLPH;BASP1;NUPR1;RIN2;TGM2
Nicaraven Down,13/243,4.20E-06,2.27E-04,0,0,5.186201266,64.20451757,GABRP;KRT81;POSTN;ANXA3;BIK;SPINT2;MAPK13;IL1RL1;PLAU;SPP1;SOX9;NUPR1;LTF
SEW-00445 Up,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,SRGN;CDA;TAGLN;ANXA3;OASL;RGS4;IL1RL1;MLPH;GRB14;ARHGDIB;PLCH1;MISP;TGM2
Taurocholic-Acid Up,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,SRGN;GABRP;SPINK1;ANXA3;BDNF;DYSF;ARHGAP29;ANXA10;FSTL1;RGS4;SULT1C2;NAV3;ARHGDIB
Entacapone Up,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,IL32;TAGLN;POSTN;SPINK1;CITED2;MMP3;KMO;FSTL1;MMP9;SULT1C2;LCP1;TOX;LTF
Iloprost Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,SPINK1;SERPINE1;ACSL5;KRT34;SUGCT;RGS4;FAP;NAV3;SLCO1B3;SPP1;AOX1;NUPR1;TGM2
Simvastatin Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,SRGN;EDN1;TAGLN;TGFB2;ANXA3;WWC1;SERPINE1;KRT7;ARHGAP29;GLIPR1;PLAU;PDGFC;ANKRD1
Roquinimex Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,SPINK1;GDF15;ACSL5;MMP9;MLPH;BASP1;SLCO1B3;SPP1;SLAMF7;SFN;NUPR1;TGM2;LTF
Y-27632 Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,IL32;CDA;SPINK1;ANXA3;GDF15;VEGFC;ARHGAP29;GLIPR1;NAV3;BASP1;PLAU;PDGFC;NUPR1
ST-4070043 Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,IL32;SRGN;POSTN;CITED2;ACSL5;SPINT2;MMP9;BASP1;PDGFC;PKP2;SFN;NUPR1;TGM2
XMD-16144 Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,SEMA5A;MME;LPAR1;ACSL5;KRT7;ANXA10;ADRB2;MMP9;MAPK13;MLPH;ARHGDIB;NUPR1;LTF
Drotaverine Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,IL32;SRGN;CDA;KRT81;ANXA3;MMP3;KRT7;VEGFC;NRG1;TTN;PDGFC;SOX9;SSX1
Enevalproate Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,SRGN;GABRP;POSTN;VEGFC;ADRB2;FSTL1;NAV3;SLAMF7;SOX9;FLNC;TOX;TGM2;LTF
Nesbuvir Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,GABRP;KRT81;EDN1;ANXA3;ANXA10;SPINT2;RGS4;BASP1;CREB3L1;SPP1;SCG5;CASP1;TOX
BIIE-0246 Down,13/244,4.40E-06,2.27E-04,0,0,5.163485966,63.69178881,IL32;SRGN;GABRP;MME;ANXA3;ARHGAP29;ANXA10;FSTL1;MMP9;SULT1C2;MLPH;SPP1;LTF
Zileuton Up,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,POSTN;SPINK1;LPAR1;IL18;ACSL5;TTN;SULT1C2;FAP;SPP1;SCG5;PKP2;PLXNA2;TOX
Butylscopolammonium Up,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SPINK1;CITED2;LPAR1;ARHGAP29;FSTL1;MMP9;LOXL1;RGS4;FAP;BASP1;PLAU;SLAMF7;LTF
SA-83851 Up,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;KRT81;MME;ANXA3;LPAR1;SPINT2;MMP9;GRB14;NAV3;BASP1;SCG5;RAG1;LTF
SA-1472548 Up,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,CDA;KRT81;SPINK1;DYSF;KRT7;SPINT2;SULT1C2;GLIPR1;ANKRD1;SFN;SOX9;RIN2;TGM2
Budipine Up,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;KCNE4;KRT7;MMP9;TTN;RGS4;MLPH;FAP;BASP1;PLAU;SCG5;SFN;RIN2
Lapatinib Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,IL32;CDA;KRT81;TAGLN;ANXA3;SERPINE1;KRT7;SERPINB7;GLIPR1;PLAU;HSD17B2;SCG5;AOX1
KM-00519SC Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,ANXA3;GDF15;BIK;WWC1;MMP3;ARHGAP29;BASP1;PLAU;PDGFC;PKP2;SOX9;NUPR1;RIN2
Nomifensine Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;GABRP;GDF15;LPAR1;KRT7;ANXA10;SPINT2;RGS4;PLAU;SPP1;SOX9;NUPR1;LTF
Erbstatin-Analog Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;TAGLN;ANXA3;KRT7;ARHGAP29;ANXA10;SPINT2;FSTL1;MMP9;RGS4;NUAK1;SPP1;EPS8L2
Ampyrone Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,COL17A1;TAGLN;SPINK1;ANXA10;MSLN;MMP9;RGS4;SULT1C2;FAP;HSD17B2;PKP2;TSPAN1;LTF
Felbinac Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;KRT81;SPINK1;KRT7;MMP9;CALB1;MLPH;SPP1;SCG5;SFN;LCP1;TOX;LTF
YM-201636 Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;GABRP;EDN1;SERPINE1;KRT7;ADRB2;SERPINB7;FSTL1;MMP9;PDGFC;TGM2;SSX1;LTF
4-IBP Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;GABRP;MME;IL18;ACSL5;MMP9;MLPH;BASP1;SLAMF7;SOX9;NUPR1;TGM2;LTF
SA-1922975 Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,SRGN;CDA;CITED2;ANXA3;VEGFC;MSLN;TTN;GRB14;BASP1;SCG5;SLAMF7;NUPR1;TGM2
Clofoctol Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,IL32;MME;BIK;ARHGAP29;TTN;SULT1C2;NAV3;BASP1;SPP1;SFN;SOX9;FLNC;RIN2
JP-4-043 Down,13/245,4.60E-06,2.27E-04,0,0,5.140966489,63.18468327,KRT81;POSTN;ARHGAP29;FSTL1;GLIPR1;BASP1;PDGFC;ARHGDIB;SLCO1B3;CASP1;SFN;RIN2;LTF
AM-404 Up,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,SEMA5A;GABRP;SPINK1;GDF15;KRT7;VEGFC;SPINT2;SULT1C2;GLIPR1;CYP11A1;CREB3L1;HSD17B2;SOX9
BAY-59-3074 Up,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,TAGLN;MME;KRT7;ARHGAP29;ADRB2;FSTL1;MMP9;GLIPR1;PLAU;PDGFC;AOX1;SOX9;LTF
FGIN-1-43 Up,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,SRGN;GDF15;BIK;LPAR1;ADRB2;FSTL1;EGFR;MAPK13;PDGFC;ARHGDIB;SFN;RIN2;SSX1
Rebastinib Up,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,IL32;KRT81;TGFB2;ANXA3;ARHGAP29;FSTL1;GLIPR1;PLAU;PDGFC;SOX9;LCP1;RIN2;LTF
SA-424068 Up,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,IL32;SRGN;ANXA3;KCNE4;FSTL1;MMP9;TTN;BASP1;SCG5;CASP1;SLAMF7;FLNC;LTF
ICI-192605 Up,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,SRGN;TAGLN;POSTN;TIE1;MMP9;RGS4;FAP;PLAU;PDGFC;ARHGDIB;SPP1;TSPAN1;LTF
Afatinib Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,SRGN;TGFB2;ANXA3;KRT7;ARHGAP29;SERPINB7;MMP9;BASP1;PDGFC;ARHGDIB;SOX9;TSPAN1;TGM2
CGS-15943 Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,EDN1;POSTN;SPINK1;WWC1;TIE1;ARHGAP29;SPINT2;KMO;MSLN;SUGCT;ARHGDIB;PKP2;TOX
Irilin-A Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,GABRP;POSTN;GABRA5;GDF15;ACSL5;SPINT2;FSTL1;OASL;RGS4;SLCO1B3;PKP2;NUPR1;TOX
Adipiodone Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,CDA;TAGLN;LPAR1;MSLN;MMP9;NUAK1;BASP1;SLCO1B3;SFN;EPS8L2;SOX9;TSPAN1;TGM2
Syrosingopine Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,ANXA3;BIK;IL18;ARHGAP29;KMO;MMP9;PLAU;PDGFC;ARHGDIB;PKP2;NUPR1;LCP1;LTF
VU-0418000-1 Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,CDA;POSTN;TGFB2;BIK;BDNF;ANXA10;SPINT2;RGS4;GLIPR1;GRB14;BASP1;SLAMF7;TOX
SA-94315 Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,IL32;RAB3B;SRGN;MME;GDF15;BDNF;SERPINE1;KRT7;RGS4;FAP;BASP1;SCG5;NUPR1
Mepenzolate Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,CDA;CITED2;ARHGAP29;SPINT2;KMO;MMP9;MLPH;NAV3;BASP1;PDGFC;NUPR1;TSPAN1;LTF
Dimaprit Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,SEMA5A;SPINK1;LPAR1;KRT7;VEGFC;MSLN;FSTL1;SULT1C2;NUAK1;BASP1;PLAU;SOX9;RIN2
Isoprene Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,CDA;SPINK1;KCNE4;ANXA10;PRR5L;SULT1C2;GLIPR1;MLPH;NAV3;PLAU;HSD17B2;SCG5;TOX
Furafylline Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,SRGN;TAGLN;POSTN;ACSL5;FSTL1;NUAK1;FAP;BASP1;PDGFC;AOX1;SFN;SOX9;TSPAN1
PSI-7976 Down,13/246,4.80E-06,2.27E-04,0,0,5.118640311,62.68311854,TAGLN;MME;GDF15;LPAR1;ARHGAP29;ADRB2;SERPINB7;MSLN;MMP9;MLPH;GRB14;PLAU;AOX1
Dehydrocholate Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SRGN;POSTN;TGFB2;SPINK1;ANXA3;GDF15;BDNF;ANXA10;ADRB2;CALB1;PDGFC;SCG5;TSPAN1
QS-11 Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SRGN;POSTN;GDF15;BDNF;LPAR1;VEGFC;MMP9;RGS4;GLIPR1;FAP;PLAU;ARHGDIB;SOX9
VU-0365121-1 Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,CDA;KRT81;ANXA3;IL18;ARHGAP29;GLIPR1;MLPH;BASP1;SLCO1B3;SFN;EPS8L2;SOX9;RIN2
Desloratadine Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,IL32;SPINK1;MME;LPAR1;MMP9;LOXL1;SULT1C2;MLPH;BASP1;SCG5;SOX9;LCP1;LTF
Calcifediol Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SEMA5A;GDF15;BIK;ADRB2;MSLN;CALB1;MLPH;PLAU;PDGFC;SPP1;SOX9;RIN2;TGM2
Colchicine Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,CDA;ANXA3;BIK;ARHGAP29;SERPINB7;FSTL1;GLIPR1;GRB14;PLAU;PDGFC;SPP1;SLAMF7;FLNC
Methylatropine Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SRGN;GABRP;CITED2;KRT7;MSLN;RGS4;GLIPR1;SLCO1B3;SCG5;NUPR1;RIN2;SSX1;LTF
Dieldrin Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SEMA5A;SRGN;GABRP;KRT81;MME;ANXA3;GDF15;KRT7;VEGFC;ARHGAP29;FSTL1;MAPK13;TGM2
Ethylene-Thiourea Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SRGN;TGFB2;CITED2;ANXA3;BIK;BDNF;MSLN;OASL;RGS4;NUAK1;SLCO1B3;SCG5;NUPR1
SA-102607 Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,BTNL8;EDN1;SPINK1;ANXA3;ACSL5;ARHGAP29;TTN;SULT1C2;ESM1;PDGFC;HSD17B2;PLXNA2;LTF
Emtricitabine Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SRGN;POSTN;SPINK1;MME;MSLN;MMP9;SUGCT;RGS4;HSD17B2;SPP1;SCG5;PKP2;TOX
LIVF001-016 Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SEMA5A;MME;BDNF;LPAR1;ACSL5;MMP9;RGS4;SULT1C2;IL1RL1;GLIPR1;SPP1;SFN;TOX
Metoxibutropate Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,CDA;KRT81;CITED2;BDNF;KRT7;KRT34;MMP9;CALB1;GRB14;NAV3;BASP1;AOX1;TGM2
BG-1016 Up,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,MME;ANXA3;KRT7;SPINT2;FSTL1;MMP9;LOXL1;GLIPR1;BASP1;ARHGDIB;NUPR1;LCP1;TOX
Rimexolone Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,RAB3B;GABRP;POSTN;GDF15;BDNF;MMP3;ARHGAP29;ANXA10;RGS4;GLIPR1;BASP1;CREB3L1;SOX9
Fludrocortisone-Acetate Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SEMA5A;KCNE4;KRT7;OASL;PCLO;NAV3;BASP1;CREB3L1;SCG5;SOX9;FLNC;NUPR1;TGM2
TL-HRAS-24 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SPINK1;DYSF;ACSL5;VEGFC;FSTL1;RGS4;SULT1C2;GLIPR1;PDGFC;SOX9;NUPR1;TGM2;LTF
SB-525334 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,KRT81;EDN1;TAGLN;BIK;SERPINE1;KRT7;MMP9;NUAK1;GLIPR1;FAP;BASP1;PLAU;TGM2
Maleic-Hydrazide Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SEMA5A;POSTN;SPINK1;GDF15;KCNE4;SERPINE1;LPAR1;MSLN;RGS4;MLPH;NAV3;HSD17B2;SPP1
Beta-Testosterone Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,IL32;KRT81;IL18;KRT7;SPINT2;NMNAT2;ADRB2;SERPINB7;CALB1;SLCO1B3;AOX1;SFN;EPS8L2
SA-1921867 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,EDN1;TAGLN;MME;BDNF;SERPINE1;MMP3;LPAR1;IL18;PRR5L;ADRB2;MMP9;SPP1;PKP2
ONO-4059 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,SRGN;GABRP;KRT81;POSTN;ANXA3;BIK;MMP9;RGS4;NUAK1;PCLO;BASP1;PLAU;LTF
TCS-2002 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,COL17A1;GABRP;KRT81;CITED2;SERPINE1;ADRB2;EGFR;OASL;GLIPR1;CASP1;AOX1;TSPAN1;TGM2
IOX2 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,IL32;SRGN;SPINK1;ANXA3;GDF15;KRT7;MSLN;FSTL1;MLPH;BASP1;HSD17B2;SOX9;LTF
MBX-2982 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,IL32;ANXA3;IL18;ARHGAP29;KMO;NUAK1;ARHGDIB;SLCO1B3;SLAMF7;FLNC;NUPR1;TGM2;SSX1
AZD-7687 Down,13/247,5.02E-06,2.27E-04,0,0,5.096504956,62.18701373,CITED2;ANXA3;GDF15;KRT7;TTN;NUAK1;PCLO;MLPH;PDGFC;SFN;EPS8L2;NUPR1;SSX1
