Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
OMDM-2 Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,CA12;KRT81;ARL14;MME;ANXA10;NAV2;AREG;FSTL1;CXCL14;ALCAM;CALB1;PLAU;BASP1;STC2;HSD17B2;IL7R
Deguelin Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,CA12;CDA;ARL14;ANXA3;CAV1;SERPINE1;P3H2;LPAR1;KRT7;ANXA10;AREG;FSTL1;MAPK13;CALB1;PLAU;SLCO1B3
YM-90709 Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,CA12;MME;IL24;MMP3;P3H2;LPAR1;CXCL14;ALCAM;CALB1;EVI2A;NAV3;STC2;SCG5;SLAMF7;IL7R;LGR5
Gitoxigenin Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,CA12;POSTN;ANXA3;CAV1;ARHGAP29;SERPINB7;AREG;F3;CDH6;IL6;ALCAM;CALB1;ARHGDIB;SCG5;IL7R;HBEGF
Prostratin Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,IL32;CDA;ANXA3;KRT7;TNFAIP3;AREG;F3;CXCL14;RGS4;GLIPR1;IL6;PLAU;SFN;SOX9;HBEGF;LTF
Betaescin Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,SRGN;EDN1;TNFAIP3;NRG1;DUSP8;AREG;F3;FOSL2;IL6;SNAPC1;BASP1;STC2;IL1B;SOX9;HBEGF;LTF
Ibandronic-Acid Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,SRGN;POSTN;CITED2;KCNE4;P3H2;LPAR1;LY96;TNFAIP3;PRR5L;PTPRD;EVI2A;BASP1;PKP2;SCG5;NUPR1;ITM2A
Apramycin Up,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,CA12;CPA3;SPINK1;KCNE4;CAV1;MMP3;LPAR1;KRT7;FSTL1;PTPRD;EPB41L3;SCG5;S1PR1;AOX1;ITM2A;LGR5
Farnesol Down,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,CA12;CPA3;SRGN;POSTN;GDF15;TIE1;MMP3;AREG;CXCL14;RGS4;PLAU;TFEC;SOX9;NUPR1;LCP1;HBEGF
SA-94315 Down,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,IL32;RAB3B;SRGN;MME;GDF15;BDNF;SERPINE1;C5AR1;KRT7;RGS4;FAP;BASP1;STC2;MAGEB2;SCG5;NUPR1
Fenspiride Down,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,CPA3;SRGN;CITED2;CAV1;MMP3;F3;CXCL14;ALCAM;CALB1;GRB14;NAV3;BASP1;PLAU;SCG5;MISP;HBEGF
Tylosin Down,16/246,1.04E-06,1.01E-04,0,0,4.769136558,65.70137486,SEMA5A;SRGN;MME;P3H2;KRT7;ARHGAP29;NAV2;AREG;CXCL14;GLIPR1;PLAU;RAC2;SCG5;SOX9;LGR5;LTF
Ryuvidine Up,16/247,1.10E-06,1.02E-04,0,0,4.748247058,65.15939542,SRGN;EDN1;CITED2;CAV1;MMP3;P3H2;TNFAIP3;CXCL14;FOSL2;THBD;IL6;TRIM29;STC2;SFN;SOX9;HBEGF
Nifurtimox Up,16/247,1.10E-06,1.02E-04,0,0,4.748247058,65.15939542,SEMA5A;SRGN;CITED2;ANXA3;LPAR1;ANXA10;F3;FSTL1;PTPRD;THBD;ALCAM;GRB14;NAV3;BASP1;SLCO1B3;LTF
STK-249718 Up,16/247,1.10E-06,1.02E-04,0,0,4.748247058,65.15939542,IL32;SRGN;KRT81;KRT7;TNFAIP3;CXCL14;FOSL2;MAPK13;RGS4;IL6;PLAU;SLCO1B3;SFN;THSD7A;LGR5;HBEGF
RWJ-21757 Down,16/247,1.10E-06,1.02E-04,0,0,4.748247058,65.15939542,CA12;CDA;KRT81;EDN1;CITED2;GDF15;KRT7;ARHGAP29;SERPINB7;F3;CXCL14;GRB14;NAV3;CDH11;RAC2;NUPR1
Toremifene Down,16/247,1.10E-06,1.02E-04,0,0,4.748247058,65.15939542,CA12;IL32;POSTN;CAV1;SERPINE1;LPAR1;ARHGAP29;SERPINB7;AREG;FSTL1;CXCL14;DCLK1;PLAU;SLAMF7;THSD7A;IL7R
YM-155 Up,16/248,1.16E-06,1.02E-04,0,0,4.72753764,64.62343308,ANXA3;GDF15;TNFAIP3;NAV2;DUSP8;AREG;F3;CXCL14;FOSL2;RGS4;THBD;TRIM29;STC2;SFN;SOX9;HBEGF
Chloropyramine Up,16/248,1.16E-06,1.02E-04,0,0,4.72753764,64.62343308,CA12;CPA3;SPINK1;ANXA3;P3H2;LPAR1;NAV2;LOXL1;GLIPR1;TRIM29;BASP1;STC2;SCG5;IL7R;LGR5;LTF
Canertinib Down,16/248,1.16E-06,1.02E-04,0,0,4.72753764,64.62343308,POSTN;ANXA3;BDNF;CAV1;KRT7;ARHGAP29;SERPINB7;AREG;F3;FSTL1;RGS4;RELN;ARHGDIB;SOX9;HBEGF;LTF
Doconexent Down,16/248,1.16E-06,1.02E-04,0,0,4.72753764,64.62343308,SEMA5A;EDN1;POSTN;SPINK1;ANXA3;WWC1;ARHGAP29;AREG;CXCL14;RGS4;EVI2A;IL1B;HSD17B2;ARHGDIB;SCG5;PKP2
CITCO Down,16/248,1.16E-06,1.02E-04,0,0,4.72753764,64.62343308,SPINK1;CITED2;ANXA3;GDF15;ARHGAP29;TNFAIP3;SPINT2;NAV2;CXCL14;PTPRD;ESM1;EVI2A;PLAU;ARHGDIB;SOX9;ITM2A
Rotenone Up,16/249,1.22E-06,1.02E-04,0,0,4.707005984,64.09339925,SRGN;KRT81;ANXA3;SERPINE1;MMP3;AREG;FSTL1;RGS4;THBD;GLIPR1;ALCAM;PLAU;IL1B;ARHGDIB;SCG5;SOX9
Mocetinostat Up,16/249,1.22E-06,1.02E-04,0,0,4.707005984,64.09339925,IL32;KRT81;MYO10;GDF15;CAV1;SERPINE1;TNFAIP3;SPINT2;AREG;FSTL1;LOXL1;IL6;ALCAM;BASP1;PLAU;LGR5
Dofetilide Down,16/249,1.22E-06,1.02E-04,0,0,4.707005984,64.09339925,EDN1;SPINK1;KCNJ8;ARHGAP29;ANXA10;AREG;F3;MAPK13;CDH6;PTPRD;THBD;EVI2A;NAV3;BASP1;SCG5;IL7R
Saracatinib Down,16/249,1.22E-06,1.02E-04,0,0,4.707005984,64.09339925,CDA;EDN1;TGFB2;ANXA3;SERPINE1;P3H2;IL18;KRT7;TNFAIP3;ANXA10;F3;FSTL1;GLIPR1;PLAU;SCG5;HBEGF
GALR2 ALARIN Down,16/249,1.22E-06,1.02E-04,0,0,4.707005984,64.09339925,ANXA3;DIO2;KRT7;ARHGAP29;NAV2;AREG;FSTL1;CXCL14;DCLK1;PLAU;SCG5;AOX1;SFN;SOX9;IL7R;LTF
Apremilast Down,16/249,1.22E-06,1.02E-04,0,0,4.707005984,64.09339925,IL32;SRGN;POSTN;ANXA3;TNFAIP3;SPINT2;F3;PTPRD;EPB41L3;ARHGDIB;SLCO1B3;SCG5;IL7R;LGR5;HBEGF;LTF
TG-003 Down,16/249,1.22E-06,1.02E-04,0,0,4.707005984,64.09339925,SRGN;ANXA3;WWC1;KRT7;LY96;F3;RGS4;CDH6;PTPRD;EVI2A;NAV3;BASP1;ARHGDIB;SCG5;FBXL7;LTF
Valspodar Up,15/237,3.17E-06,2.64E-04,0,0,4.617828355,58.46447376,KCNE4;SERPINE1;MMP3;KRT7;F3;CXCL14;RGS4;CDH6;ALCAM;BASP1;STC2;IL1B;NUPR1;IL7R;LGR5
Atrazine Down,15/238,3.34E-06,2.76E-04,0,0,4.596884588,57.96169437,CPA3;KRT81;CITED2;CAV1;P3H2;LPAR1;DIO2;ARHGAP29;NAV2;SERPINB7;DCLK1;THBD;PCLO;SFN;NUPR1
CAY-10470 Up,15/239,3.52E-06,2.77E-04,0,0,4.57612782,57.46471427,POSTN;ANXA3;GDF15;MMP3;NAV2;AREG;F3;CXCL14;IL6;BASP1;STC2;SCG5;PKP2;NUPR1;LTF
NPC26 Up,15/239,3.52E-06,2.77E-04,0,0,4.57612782,57.46471427,CA12;KRT81;GDF15;KRT7;LY96;NAV2;AREG;DCLK1;TRIM29;BASP1;STC2;SLCO1B3;SFN;SOX9;NUPR1
Tivantinib Up,15/240,3.70E-06,2.77E-04,0,0,4.555555556,56.97344489,CDA;KRT81;ANXA3;WWC1;CAV1;SERPINE1;P3H2;AREG;GLIPR1;TBC1D2;ALCAM;GRB14;SNAPC1;SOX9;LTF
J-104129 Down,15/240,3.70E-06,2.77E-04,0,0,4.555555556,56.97344489,RAB3B;POSTN;DIO2;KRT7;RGS4;PTPRD;THBD;ALCAM;PCLO;EVI2A;FAP;GRB14;TFEC;NUPR1;LTF
Ritonavir Down,15/240,3.70E-06,2.77E-04,0,0,4.555555556,56.97344489,KRT81;CITED2;GDF15;P3H2;ARHGAP29;GFRA1;NAV2;CXCL14;DCLK1;RGS4;GRB14;CDH11;PKP2;NUPR1;IL7R
Forskolin Down,15/241,3.90E-06,2.77E-04,0,0,4.535165347,56.48779938,RAB3B;ANXA3;CAV1;SERPINE1;KRT7;KRT34;LY96;ARHGAP29;RGS4;TBC1D2;ALCAM;PLAU;STC2;SLCO1B3;NUPR1
Benfotiamine Down,15/241,3.90E-06,2.77E-04,0,0,4.535165347,56.48779938,IL32;CA12;SEMA5A;POSTN;MME;GDF15;P3H2;LPAR1;RGS4;ALCAM;AOX1;SOX9;IL7R;HBEGF;LTF
Cycloheximide Up,15/242,4.10E-06,2.77E-04,0,0,4.514954788,56.00769254,TGFB2;ANXA3;IL18;ARHGAP29;TNFAIP3;AREG;F3;CXCL14;CDH6;IL6;ALCAM;GRB14;SNAPC1;ARHGDIB;SOX9
Mifepristone Up,15/242,4.10E-06,2.77E-04,0,0,4.514954788,56.00769254,CPA3;ANXA3;GDF15;MMP3;LY96;SPINT2;THBD;GLIPR1;IL6;STC2;IL1B;CDH11;RAC2;SOX9;HBEGF
Norethynodrel Up,15/242,4.10E-06,2.77E-04,0,0,4.514954788,56.00769254,CA12;SRGN;KCNJ8;SERPINE1;LPAR1;NR0B1;CYP4F11;AREG;DCLK1;RGS4;STC2;SFN;SOX9;HBEGF;LTF
CCT-244747 Up,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,SEMA5A;SRGN;KRT81;POSTN;SPINK1;BDNF;KRT34;ARHGAP29;ANXA10;ALCAM;EVI2A;STC2;HSD17B2;SOX9;LCP1
CP-339818 Up,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,SEMA5A;SPINK1;MME;GDF15;KCNE4;MMP3;LPAR1;CXCL14;DCLK1;PTPRD;CALB1;STC2;EPB41L3;HSD17B2;SLCO1B3
YO-2 Down,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,IL32;SRGN;EDN1;SPINK1;GDF15;CAV1;P3H2;LY96;CXCL14;RGS4;THBD;ALCAM;SCG5;IL7R;MISP
CT-200783 Down,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,CPA3;MME;ANXA3;KRT7;ARHGAP29;TNFAIP3;NAV2;AREG;F3;CXCL14;FOSL2;ALCAM;CALB1;TRIM29;LGR5
Blebbistatin Down,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,EDN1;MME;ANXA3;SERPINE1;P3H2;KRT34;ARHGAP29;SERPINB7;F3;FOSL2;ALCAM;IL7R;LGR5;HBEGF;LTF
DAC-004 Down,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,SRGN;EDN1;ANXA3;KRT7;NAV2;AREG;FSTL1;CXCL14;THBD;TRIM29;STC2;SCG5;SOX9;KCNK1;HBEGF
MGCD-265 Down,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,KRT81;TIE1;KRT7;AREG;F3;CXCL14;ALCAM;BASP1;PLAU;SLCO1B3;RAC2;SCG5;SLAMF7;SFN;SOX9
Kakonein Down,15/243,4.31E-06,2.77E-04,0,0,4.494921514,55.53304083,CPA3;CDA;KRT81;ANXA3;CAV1;TIE1;F3;MAPK13;BASP1;RAC2;SFN;SOX9;ITM2A;LGR5;LTF
KU-C104255 Up,15/244,4.53E-06,2.77E-04,0,0,4.475063204,55.06376228,POSTN;KCNE4;IL18;KRT7;SPINT2;FSTL1;RGS4;ALCAM;PCLO;STC2;ANKRD1;AOX1;SOX9;NUPR1;IL7R
Ercalcitriol Up,15/244,4.53E-06,2.77E-04,0,0,4.475063204,55.06376228,CDA;ANXA3;MMP3;P3H2;LPAR1;KRT7;SPINT2;AREG;MAPK13;ALCAM;BASP1;PLAU;RAC2;LCP1;DOCK2
OG-L002 Up,15/244,4.53E-06,2.77E-04,0,0,4.475063204,55.06376228,CITED2;C5AR1;P3H2;LPAR1;LY96;ARHGAP29;FSTL1;CXCL14;DCLK1;ALCAM;PCLO;EVI2A;BASP1;SOX9;LTF
GSK-1292263 Up,15/244,4.53E-06,2.77E-04,0,0,4.475063204,55.06376228,CA12;POSTN;CITED2;ANXA3;CAV1;SERPINE1;P3H2;TNFAIP3;F3;RGS4;IL6;STC2;NUPR1;LGR5;LTF
L-755507 Down,15/244,4.53E-06,2.77E-04,0,0,4.475063204,55.06376228,CA12;SRGN;CDA;MME;CAV1;SERPINE1;MMP3;P3H2;LPAR1;AREG;CXCL14;CALB1;GRB14;STC2;THSD7A
Hydrazobenzene Down,15/244,4.53E-06,2.77E-04,0,0,4.475063204,55.06376228,IL32;CA12;KRT81;GABRA5;BDNF;P3H2;PTPRD;THBD;IL6;ALCAM;SNAPC1;BASP1;AOX1;NUPR1;HBEGF
Rucinol Down,15/244,4.53E-06,2.77E-04,0,0,4.475063204,55.06376228,SRGN;KRT81;MME;ANXA3;BDNF;KRT7;F3;DCLK1;NAV3;EPB41L3;SLCO1B3;SCG5;SLAMF7;THSD7A;LGR5
MAZ-51 Up,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,CDA;BTNL8;POSTN;SPINK1;ANXA3;CAV1;MMP3;AREG;FSTL1;CXCL14;DCLK1;BASP1;EPB41L3;SFN;IL7R
Disulfiram Up,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,CITED2;CAV1;SERPINE1;IL18;KRT7;LY96;SERPINB7;THBD;SNAPC1;PLAU;BASP1;SCG5;SFN;IL7R;HBEGF
SA-3676 Up,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,KRT81;CITED2;GDF15;SERPINE1;P3H2;SPINT2;AREG;FOSL2;IL6;CALB1;TRIM29;STC2;SFN;THSD7A;HBEGF
Bisphenol-A Up,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,CA12;SRGN;POSTN;SERPINE1;MMP3;KRT7;ANXA10;AREG;THBD;RELN;STC2;IL1B;SOX9;ITM2A;HBEGF
SA-83851 Up,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,SRGN;KRT81;MME;ANXA3;LPAR1;LY96;SPINT2;CXCL14;DCLK1;GRB14;NAV3;BASP1;SCG5;LGR5;LTF
Betamethasone Down,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,SRGN;POSTN;GDF15;KCNE4;LY96;DCLK1;RGS4;GLIPR1;IL6;BASP1;STC2;CDH11;SOX9;NUPR1;LGR5
Amlexanox Down,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,EDN1;SPINK1;CITED2;P3H2;IL18;KRT7;NGF;AREG;NAV3;HSD17B2;ARHGDIB;SLCO1B3;CDH11;IL7R;ITM2A
JWE-035 Down,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,POSTN;LPAR1;LY96;TNFAIP3;F3;CXCL14;MAPK13;CDH6;GLIPR1;CALB1;EVI2A;ARHGDIB;NUPR1;ITM2A;LTF
KM-00519SC Down,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,ANXA3;GDF15;WWC1;MMP3;ARHGAP29;TNFAIP3;F3;ALCAM;RELN;BASP1;PLAU;STC2;PKP2;SOX9;NUPR1
SA-90471 Down,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,CPA3;KRT81;POSTN;GDF15;SERPINE1;SPINT2;SERPINB7;AREG;RGS4;THBD;IL6;TRIM29;SFN;NUPR1;LTF
Clofoctol Down,15/245,4.76E-06,2.77E-04,0,0,4.455377574,54.59977648,IL32;CPA3;MME;CAV1;ARHGAP29;F3;CXCL14;DCLK1;NAV3;BASP1;SFN;SOX9;IL7R;ITM2A;LGR5
Sarmentogenin Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,EDN1;KRT7;TNFAIP3;DUSP8;AREG;F3;FOSL2;THBD;IL6;ALCAM;GRB14;SNAPC1;IL1B;IL7R;HBEGF
Vincristine Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,CDA;KRT81;ANXA3;BDNF;CAV1;SERPINB7;AREG;F3;FSTL1;GLIPR1;ALCAM;TRIM29;SFN;SOX9;HBEGF
Ceforanide Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,SRGN;TGFB2;KRT7;AREG;CXCL14;MAPK13;RGS4;THBD;GLIPR1;ALCAM;CYP24A1;BASP1;CDH11;IL7R;ITM2A
Haloprogin Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,IL32;KRT81;EDN1;MYO10;ANXA3;CAV1;C5AR1;KRT7;ARHGAP29;AREG;THBD;IL6;ALCAM;TRIM29;LTF
Misoprostol Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,CA12;KRT81;POSTN;SCARA3;CAV1;ARHGAP29;F3;THBD;ESM1;ALCAM;SNAPC1;STC2;ARHGDIB;SOX9;HBEGF
Thiram Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,SRGN;KRT81;ARL14;ANXA3;CAV1;SERPINE1;C5AR1;MMP3;NAV2;CXCL14;RGS4;THBD;SNAPC1;NAV3;BASP1
BRD2492+BRD3308 Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,CPA3;CITED2;KCNE4;CAV1;P3H2;KRT7;SPINT2;RGS4;THBD;GLIPR1;NAV3;TFEC;CDH11;IL7R;ITM2A
Rebastinib Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,IL32;KRT81;TGFB2;ANXA3;CAV1;ARHGAP29;AREG;FSTL1;CXCL14;GLIPR1;PLAU;SOX9;LCP1;IL7R;LTF
IND-24 Up,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,CA12;EDN1;POSTN;ANXA3;TNFAIP3;AREG;F3;LOXL1;RGS4;GLIPR1;ALCAM;STC2;SLCO1B3;NUPR1;LGR5
Afatinib Down,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,SRGN;TGFB2;ANXA3;CAV1;KRT7;ARHGAP29;TNFAIP3;SERPINB7;AREG;F3;BASP1;IL1B;ARHGDIB;SOX9;HBEGF
Ibuprofen Down,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,IL32;SRGN;CDA;KRT81;ANXA3;CAV1;P3H2;IL18;ARHGAP29;NAV2;DCLK1;STC2;SOX9;NUPR1;LGR5
XMD-892 Down,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,CA12;POSTN;P3H2;KRT7;NAV2;CXCL14;MAPK13;CDH6;TRIM29;ARHGDIB;SLAMF7;SFN;NUPR1;IL7R;LGR5
Lymecycline Down,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,CPA3;KRT81;POSTN;SPINK1;ANXA3;KRT7;ANXA10;DUSP8;AREG;F3;RGS4;THBD;ALCAM;CALB1;IL7R
Isoprene Down,15/246,5.00E-06,2.77E-04,0,0,4.435862383,54.14100457,CDA;SPINK1;ARL14;KCNE4;ANXA10;PRR5L;PTPRD;GLIPR1;NAV3;PLAU;STC2;IL1B;HSD17B2;CDH11;SCG5
Floxuridine Up,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SPINK1;GDF15;SERPINE1;KRT7;TNFAIP3;ANXA10;AREG;FSTL1;CXCL14;FOSL2;RGS4;IL6;SFN;ITM2A;HBEGF
SSR-69071 Up,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,GDF15;LPAR1;DIO2;KRT7;ANXA10;CYP4F11;RGS4;THBD;TRIM29;STC2;RAC2;SCG5;SFN;HBEGF;LTF
Dehydrocholate Up,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;POSTN;TGFB2;SPINK1;ANXA3;GDF15;BDNF;GFRA1;ANXA10;F3;CXCL14;ALCAM;RELN;CALB1;SCG5
Methylene-Blue Up,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,CA12;SEMA5A;CPA3;GDF15;SERPINE1;LPAR1;AREG;CXCL14;PTPRD;TRIM29;STC2;SFN;SOX9;IL7R;ITM2A
Ethylene-Thiourea Up,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;TGFB2;CITED2;ANXA3;BDNF;C5AR1;LY96;NAV2;FOSL2;RGS4;EVI2A;STC2;SLCO1B3;SCG5;NUPR1
Z-Guggulsterone Up,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,KRT81;TGFB2;ANXA3;GDF15;SERPINE1;C5AR1;DIO2;ARHGAP29;ANXA10;AREG;F3;THBD;STC2;LGR5;LTF
Almitrine Up,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,CA12;SEMA5A;POSTN;SPINK1;ARHGAP29;ANXA10;CXCL14;DCLK1;RGS4;CDH6;THBD;IL6;CALB1;EVI2A;GRB14
WZ-4002 Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;KRT81;POSTN;CAV1;ARHGAP29;AREG;DCLK1;NAV3;PLAU;MAGEB2;RAC2;ITM2A;LGR5;HBEGF;LTF
Methantheline Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,CA12;POSTN;SPINK1;MMP3;P3H2;SPINT2;FOSL2;RGS4;CALB1;FAP;PLAU;STC2;SCG5;NUPR1;HBEGF
Diflunisal Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,CA12;SPINK1;MME;GDF15;CAV1;IL18;DIO2;KRT7;ARHGAP29;NAV2;CXCL14;DCLK1;MAPK13;GRB14;PKP2
Ilomastat Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,KRT81;CAV1;KRT7;TNFAIP3;SPINT2;AREG;THBD;ALCAM;CYP24A1;TRIM29;BASP1;PLAU;SLCO1B3;SFN;IL7R
Leu-Enkephalin Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,CPA3;SPINK1;ARL14;ANXA10;SPINT2;AREG;CXCL14;GLIPR1;ALCAM;CALB1;TRIM29;HSD17B2;S1PR1;SLAMF7;IL7R
Esmolol Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,CA12;IL32;KRT81;CITED2;GDF15;CAV1;P3H2;KRT7;SPINT2;GLIPR1;ALCAM;NAV3;BASP1;STC2;NUPR1
Flucytosine Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;ANXA3;ANXA10;SPINT2;CXCL14;DCLK1;RGS4;THBD;RELN;CALB1;TRIM29;SLCO1B3;CDH11;PKP2;SFN
Cetraxate Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;IL18;LY96;SPINT2;AREG;CXCL14;RGS4;PTPRD;FAP;PLAU;TFEC;ARHGDIB;SCG5;SOX9;HBEGF
Beta-Testosterone Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,IL32;KRT81;IL18;KRT7;SPINT2;SERPINB7;FOSL2;ALCAM;CALB1;TRIM29;TFEC;SLCO1B3;AOX1;SFN;IL7R
Acrylonitrile Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;POSTN;NR0B1;RGS4;GLIPR1;ALCAM;RELN;FAP;NAV3;PLAU;EPB41L3;ARHGDIB;SCG5;SOX9;LTF
WH-4025 Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,CDA;EDN1;CAV1;SERPINE1;IL18;KRT34;NRG1;NAV2;AREG;F3;FSTL1;PLAU;STC2;SOX9;HBEGF
IOX2 Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,IL32;CPA3;SRGN;SPINK1;ANXA3;GDF15;KRT7;LY96;AREG;F3;FSTL1;BASP1;HSD17B2;SOX9;LTF
BAZ2-ICR Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;SPINK1;CAV1;KRT7;LY96;ANXA10;CXCL14;DCLK1;THBD;EVI2A;NAV3;TRIM29;BASP1;SFN;NUPR1
TG-100801 Down,15/247,5.26E-06,2.77E-04,0,0,4.416515426,53.68736914,SRGN;TGFB2;CITED2;KCND3;P3H2;LPAR1;KRT7;ARHGAP29;NAV2;CDH6;GLIPR1;EPB41L3;ARHGDIB;SCG5;IL7R
Lysylphenylalanyl-Tyrosine Up,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,MME;ANXA3;BDNF;MMP3;AREG;F3;CXCL14;FOSL2;PTPRD;THBD;CALB1;GRB14;BASP1;AOX1;THSD7A
Dexamethasone Up,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,CITED2;CAV1;SERPINE1;IL18;KRT7;TFCP2L1;AREG;F3;CXCL14;TRIM29;ARHGDIB;AOX1;SFN;IL7R;LTF
SA-1017940 Up,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,CA12;GDF15;CAV1;KRT7;ARHGAP29;TNFAIP3;NR0B1;SPINT2;AREG;FSTL1;GLIPR1;ALCAM;BASP1;AOX1;NUPR1
Methyl-Testosterone Up,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,CPA3;SPINK1;ANXA3;MMP3;IL18;KRT7;F3;CXCL14;THBD;CALB1;TRIM29;BASP1;PLAU;HSD17B2;SOX9
TWS-119 Down,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,EDN1;TGFB2;SPINK1;MME;GDF15;SERPINE1;P3H2;TNFAIP3;AREG;F3;FOSL2;IL6;ALCAM;STC2;HBEGF
L-694247 Down,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,CA12;SRGN;SPINK1;ARL14;GDF15;BDNF;P3H2;LPAR1;ANXA10;SPINT2;ALCAM;STC2;SOX9;NUPR1;IL7R
CAY-10594 Down,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,SRGN;TGFB2;CITED2;ANXA3;BDNF;P3H2;IL18;KRT7;AREG;F3;STC2;ARHGDIB;CDH11;ANKRD1;HBEGF
Doxazosin Down,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,IL32;SEMA5A;CPA3;CITED2;WWC1;P3H2;ARHGAP29;AREG;CXCL14;DCLK1;THBD;IL6;HSD17B2;SFN;ITM2A
Shahrm Down,15/248,5.52E-06,2.77E-04,0,0,4.397334538,53.23879425,IL32;CPA3;KRT81;ANXA3;WWC1;IL18;KRT7;TNFAIP3;SPINT2;SERPINB7;F3;SLCO1B3;IL7R;CPA4;LTF
